Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price
BMW X7,Automatic,4400.0,Foreign Used,2020,15940000.0
BMW X7,Automatic,4400.0,Foreign Used,2020,14880000.0
Range Rover Sport,Automatic,3000.0,Foreign Used,2018,13333333.0
LEXUS LX 570,Automatic,5700.0,Foreign Used,2017,12422000.0
Toyota Landcruiser,Automatic,4000.0,Foreign Used,2017,9659000.0
Audi Q7,Automatic,3000.0,Foreign Used,2017,6780000.0
Mercedes Benz GLE 350d,Automatic,3000.0,Foreign Used,2017,6499000.0
Lexus RX450h,Automatic,3500.0,Foreign Used,2017,6678000.0
Porsche Macan,Automatic,2000.0,Foreign Used,2017,6854000.0
Toyota Crown,Automatic,2000.0,Foreign Used,2018,4860600.0
Peugeot 3008,Automatic,1600.0,Foreign Used,2017,3499000.0
Mercedes Benz E200,Automatic,2000.0,Kenyan Used,2000,699999.0
Subaru XV,Automatic,2000.0,Foreign Used,2017,2392000.0
Volkswagen Golf,Automatic,1400.0,Foreign Used,2018,2412000.0
Mercedes Benz B180,Automatic,1600.0,Kenyan Used,2014,1399999.0
BMW 118d,Automatic,2000.0,Foreign Used,2017,2393000.0
Landrover Discovery IV,Automatic,3000.0,Kenyan Used,2010,3099999.0
Peugeot 2008,Automatic,1200.0,Foreign Used,2017,2099999.0
Peugeot 308,Automatic,1200.0,Foreign Used,2017,1770000.0
Honda Fit,Automatic,1500.0,Foreign Used,2017,1533000.0
Toyota Vitz,Automatic,1000.0,Foreign Used,2017,1292000.0
Audi TT RS,Automatic,2500.0,Foreign Used,2017,6880000.0
Nissan GTR,Automatic,3800.0,Foreign Used,2017,14550000.0
Volkswagen Touareg,Automatic,3000.0,Foreign Used,2019,8321000.0
Audi A8,Automatic,4000.0,Foreign Used,2017,5684000.0
Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2017,3830000.0
Porsche Cayenne S,Automatic,2900.0,Kenyan Used,2019,12999999.0
Nissan Tiida,Automatic,1500.0,Kenyan Used,2012,719999.0
Toyota Prius,Automatic,1800.0,Foreign Used,2017,2378000.0
Nissan Juke,Automatic,1500.0,Foreign Used,2016,1849999.0
Mitsubishi Outlander,Automatic,2400.0,Foreign Used,2016,3299999.0
Mazda CX5,Automatic,2200.0,Kenyan Used,2013,1599999.0
Nissan Xtrail,Automatic,2500.0,Kenyan Used,2006,729999.0
Mercedes Benz GLC 250,Automatic,2000.0,Foreign Used,2018,6460000.0
Toyota Hiace,Automatic,3000.0,Foreign Used,2017,5670000.0
Audi S3,Automatic,2000.0,Foreign Used,2017,4410000.0
Audi Q5,Automatic,2000.0,Foreign Used,2017,4450000.0
Subaru Outback,Automatic,2500.0,Foreign Used,2017,3154000.0
Audi SQ5,Automatic,3000.0,Foreign Used,2022,10791946.0
Audi SQ5,Automatic,3000.0,Foreign Used,2022,11121946.0
Audi SQ5,Automatic,3000.0,Foreign Used,2022,10241946.0
Volkswagen Golf TSI,Automatic,1400.0,Kenyan Used,2012,999999.0
Mercedes Benz E250,Automatic,2000.0,Kenyan Used,2012,2199999.0
Mercedes Benz E400,Automatic,3000.0,Kenyan Used,2017,5999999.0
Audi A7,Automatic,2000.0,Foreign Used,2018,4530000.0
BMW 523i,Automatic,2000.0,Foreign Used,2017,3380000.0
Suzuki Ignis,Automatic,1200.0,Kenyan Used,2016,1279999.0
BMW X4,Automatic,3000.0,Foreign Used,2018,8362000.0
Volkswagen Arteon,Automatic,2000.0,Foreign Used,2018,4480000.0
Audi A3,Automatic,1400.0,Foreign Used,2017,2499999.0
Toyota Surf,Automatic,2700.0,Kenyan Used,2009,1999999.0
Audi A6,Automatic,2000.0,Foreign Used,2017,3250400.0
Toyota CHR,Automatic,1800.0,Foreign Used,2017,3286000.0
Mercedes Benz GLE 400d,Automatic,2900.0,Foreign Used,2020,17503600.0
Toyota Mark X,Automatic,2500.0,Foreign Used,2017,2345000.0
Mercedes Benz GLC 250,Automatic,2000.0,Foreign Used,2017,5892000.0
Ford Ranger,Automatic,3000.0,Foreign Used,2024,16439000.0
BMW X6,Automatic,3000.0,Kenyan Used,2008,2499999.0
Audi A7,Automatic,2000.0,Foreign Used,2017,4449999.0
Mercedes Benz C200,Automatic,2000.0,Kenyan Used,2014,2899999.0
Volvo XC90,Automatic,2000.0,Foreign Used,2019,8750000.0
Mercedes Benz GLE 350d,Automatic,3000.0,Foreign Used,2017,7548000.0
Mercedes Benz GLE 350d,Automatic,3000.0,Foreign Used,2017,7068000.0
Volvo S90,Automatic,2000.0,Foreign Used,2017,4289000.0
Mercedes Benz GLE 63s,Automatic,5500.0,Foreign Used,2019,16860000.0
Mercedes Benz GLC 63s,Automatic,4000.0,Foreign Used,2019,12680000.0
Mercedes Benz GLE 63s,Automatic,4000.0,Foreign Used,2021,23550000.0
Mercedes Benz GLS350d,Automatic,3000.0,Foreign Used,2017,8200000.0
Audi SQ5,Automatic,3000.0,Foreign Used,2019,6605000.0
Toyota FJ Cruiser,Automatic,4000.0,Foreign Used,2017,4720000.0
Volkswagen Bettle,Automatic,1200.0,Foreign Used,2017,1745000.0
Volkswagen Golf GTI,Automatic,2000.0,Foreign Used,2017,3510000.0
Volvo XC90,Automatic,2000.0,Foreign Used,2019,6875000.0
Volvo V60,Automatic,2000.0,Foreign Used,2018,3799999.0
Volvo V40,Automatic,2000.0,Foreign Used,2017,2999999.0
Volkswagen Golf TSI,Automatic,1200.0,Foreign Used,2018,1999999.0
Mercedes Benz GLC 250,Automatic,2000.0,Foreign Used,2018,5234000.0
Mercedes-Benz S550,Automatic,4700.0,Kenyan Used,2016,8499999.0
Mazda CX3,Automatic,2000.0,Foreign Used,2018,2483000.0
Mercedes Benz C200,Automatic,2000.0,Foreign Used,2017,3693000.0
Mazda CX30D,Automatic,1800.0,Foreign Used,2017,3599000.0
Subaru Outback,Automatic,2500.0,Foreign Used,2018,3780000.0
Toyota Auris,Automatic,1500.0,Foreign Used,2018,1980000.0
Porsche Cayenne Turbo,Automatic,4000.0,Foreign Used,2018,15131256.0
Porsche Cayenne,Automatic,3600.0,Foreign Used,2018,7285482.0
Porsche Cayenne S,Automatic,2900.0,Foreign Used,2017,10057532.0
Hyundai Tucson,Automatic,1600.0,Foreign Used,2022,7400000.0
Honda CRV,Automatic,2400.0,Kenyan Used,2008,1499999.0
Honda Jade,Automatic,1800.0,Kenyan Used,2016,2049999.0
Nissan Note,Automatic,1200.0,Kenyan Used,2014,849999.0
Volkswagen Golf Variant,Automatic,1400.0,Foreign Used,2017,2299999.0
BMW 320i,Automatic,2000.0,Kenyan Used,2008,899999.0
Honda Fit,Automatic,1300.0,Kenyan Used,2014,1049999.0
Subaru Impreza,Automatic,2000.0,Kenyan Used,2008,899999.0
Mazda Axela,Automatic,1500.0,Kenyan Used,2016,1749999.0
Suzuki Alto,Automatic,660.0,Kenyan Used,2016,849999.0
Jaguar F pace,Automatic,5000.0,Foreign Used,2020,13599999.0
Range Rover Velar,Automatic,2000.0,Foreign Used,2020,10099999.0
Range Rover Sport,Automatic,5000.0,Foreign Used,2020,17000000.0
Audi Q5,Automatic,2000.0,Foreign Used,2018,4530000.0
Range Rover Sport,Automatic,5000.0,Foreign Used,2020,19650000.0
Landrover Defender 110,Automatic,2000.0,Foreign Used,2020,14500000.0
Porsche Cayenne,Automatic,3000.0,Foreign Used,2020,13799999.0
Porsche Cayenne,Automatic,3000.0,Foreign Used,2019,8288817.0
Mazda Atenza,Automatic,2200.0,Foreign Used,2017,2549999.0
Volkswagen Golf TSI,Automatic,1200.0,Kenyan Used,2014,1329999.0
Volvo XC60,Automatic,2000.0,Kenyan Used,2011,1999999.0
Mazda Demio,Automatic,1300.0,Kenyan Used,2016,1099999.0
Suzuki Alto,Automatic,660.0,Foreign Used,2017,880000.0
Daihatsu Mira,Automatic,660.0,Foreign Used,2017,865000.0
Landrover Discovery Sport,Automatic,2000.0,Foreign Used,2019,7100000.0
Landrover Defender 110,Automatic,2000.0,Foreign Used,2020,14700000.0
Range Rover Sport,Automatic,3000.0,Foreign Used,2018,11300000.0
Nissan Juke,Automatic,1500.0,Foreign Used,2017,1845000.0
Mitsubishi RVR,Automatic,1800.0,Foreign Used,2017,2600000.0
Nissan Serena,Automatic,2000.0,Foreign Used,2019,2350000.0
Nissan Sylphy,Automatic,1800.0,Foreign Used,2017,1900000.0
Toyota Landcruiser,Automatic,4500.0,Foreign Used,2017,13540000.0
Nissan Teana XL,Automatic,2500.0,Foreign Used,2019,2000000.0
Audi A4,Automatic,2000.0,Foreign Used,2017,3294000.0
Hyundai Santa Fe,Automatic,2200.0,Foreign Used,2017,4230000.0
Audi SQ5,Automatic,3000.0,Foreign Used,2018,6580000.0
Mercedes Benz GLC 250,Automatic,2000.0,Foreign Used,2018,4815000.0
Toyota Landcruiser 76 Series,Manual,4500.0,Foreign Used,2017,8498100.0
Mazda CX8,Automatic,2200.0,Foreign Used,2017,3718000.0
Mazda Demio,Automatic,1500.0,Foreign Used,2017,1289000.0
Nissan Xtrail,Automatic,2000.0,Foreign Used,2017,2586080.0
Mercedes Benz C63s,Automatic,4000.0,Foreign Used,2017,11465000.0
Toyota Axio,Automatic,1500.0,Kenyan Used,2007,699999.0
Audi Q5,Automatic,2000.0,Foreign Used,2018,5500000.0
Subaru Forester,Automatic,2000.0,Foreign Used,2019,4899999.0
Lexus RX450h,Automatic,3500.0,Foreign Used,2017,5998700.0
Subaru Forester,Automatic,2000.0,Kenyan Used,2016,2799999.0
Toyota Mark X,Automatic,2500.0,Kenyan Used,2013,1499999.0
Toyota Allion,Automatic,1800.0,Kenyan Used,2014,1379999.0
Toyota Probox,Automatic,1500.0,Foreign Used,2018,1595000.0
Toyota Probox,Automatic,1300.0,Foreign Used,2018,1399999.0
Mercedes Benz GLE 350d,Automatic,3000.0,Foreign Used,2017,6699999.0
Mercedes Benz CLA 180,Automatic,1600.0,Foreign Used,2017,3550000.0
Mercedes Benz C200,Automatic,2000.0,Foreign Used,2017,3540000.0
Mercedes Benz GLA 180,Automatic,1600.0,Foreign Used,2017,3550000.0
Volvo S90,Automatic,2000.0,Foreign Used,2017,4250000.0
Audi S3,Automatic,2000.0,Foreign Used,2017,4271000.0
Mercedes Benz B180,Automatic,1600.0,Foreign Used,2016,2499999.0
Toyota Vellfire,Automatic,2500.0,Foreign Used,2017,3666000.0
Volkswagen Golf,Automatic,1400.0,Foreign Used,2017,2385000.0
Isuzu Dmax,Automatic,2000.0,Foreign Used,2018,5199999.0
Honda Fit,Automatic,1500.0,Kenyan Used,2016,1349999.0
Mazda Atenza,Automatic,2200.0,Kenyan Used,2015,1849999.0
Toyota Landcruiser Prado,Automatic,2700.0,Kenyan Used,2008,2549999.0
Subaru Outback,Automatic,2500.0,Kenyan Used,2006,979999.0
Nissan Dayz,Automatic,660.0,Kenyan Used,2016,839999.0
Subaru Forester XT,Automatic,2000.0,Foreign Used,2017,3585000.0
Audi RS6,Automatic,4000.0,Foreign Used,2021,22153000.0
Subaru Outback,Automatic,2500.0,Foreign Used,2017,2820000.0
Audi Q3,Automatic,2000.0,Foreign Used,2017,3480000.0
Mazda CX5,Automatic,2200.0,Foreign Used,2017,2978000.0
BMW X7,Automatic,4400.0,Foreign Used,2020,14230000.0
Lexus NX200t,Automatic,2000.0,Foreign Used,2017,4356000.0
Toyota Prado,Automatic,2700.0,Foreign Used,2017,5818000.0
Toyota Landcruiser,,,Foreign Used,2017,10450000.0
Subaru WRX S4,Automatic,2000.0,Kenyan Used,2015,2399999.0
Porsche Macan,Automatic,2000.0,Foreign Used,2017,6116000.0
Mazda CX5,Automatic,2500.0,Foreign Used,2017,3079999.0
Volkswagen Bettle,Automatic,1400.0,Foreign Used,2017,2346000.0
Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2018,3780000.0
BMW X5,Automatic,3000.0,Foreign Used,2019,9298000.0
Mercedes Benz GLE 400d,Automatic,2900.0,Foreign Used,2019,12360000.0
Jaguar XF,Automatic,2000.0,Foreign Used,2018,4234000.0
Audi A5,Automatic,2000.0,Foreign Used,2018,4680000.0
Jaguar F type,Automatic,5000.0,Foreign Used,2017,16830000.0
Audi Q5,Automatic,2000.0,Foreign Used,2017,4549999.0
Jaguar F pace,Automatic,5000.0,Foreign Used,2018,13500000.0
Audi Q5,Automatic,2000.0,Foreign Used,2018,4646000.0
Landrover Discovery V,Automatic,3000.0,Foreign Used,2018,9387000.0
Honda Vezel,Automatic,1500.0,Foreign Used,2017,2650000.0
Lexus LX570,Automatic,5700.0,Foreign Used,2017,12963000.0
Subaru Forester,Automatic,2000.0,Foreign Used,2017,3545000.0
Honda Fit Shuttle,Automatic,1500.0,Kenyan Used,2014,1119999.0
Suzuki Escudo,Automatic,2000.0,Kenyan Used,2012,1149999.0
Mazda Axela,Automatic,1500.0,Foreign Used,2017,1929999.0
Toyota Mark X,Automatic,2500.0,Kenyan Used,2017,2349999.0
Toyota Aqua,Automatic,1500.0,Foreign Used,2017,1540250.0
Volvo V60,Automatic,1600.0,Kenyan Used,2014,1659999.0
Toyota Landcruiser,Automatic,3300.0,Foreign Used,2024,24870000.0
Toyota Prado,Automatic,2800.0,Foreign Used,2024,22500000.0
BMW X3,Automatic,2000.0,Foreign Used,2021,6425205.0
Toyota Vitz,Automatic,1300.0,Kenyan Used,2012,749999.0
Nissan Note,Automatic,1500.0,Kenyan Used,2011,669999.0
Audi A3,Automatic,1400.0,Kenyan Used,2016,1949999.0
Toyota Mark X,Automatic,2500.0,Foreign Used,2016,2899999.0
Toyota Hiace,Automatic,3000.0,Kenyan Used,2015,3149999.0
Toyota Allion,Automatic,1500.0,Foreign Used,2017,2449999.0
Subaru Outback,Automatic,2500.0,Foreign Used,2018,3920000.0
Lamborghini Urus,Automatic,4000.0,Foreign Used,2023,69500000.0
Mercedes Benz C220d,Automatic,2200.0,Foreign Used,2017,3449999.0
Lamborghini Urus,Automatic,4000.0,Foreign Used,2018,39800000.0
Toyota Wish,Automatic,1800.0,Kenyan Used,2012,1229999.0
Volkswagen Golf Variant,Automatic,1200.0,Kenyan Used,2014,1199999.0
Nissan Tiida,Automatic,1500.0,Kenyan Used,2010,599999.0
Subaru Legacy,Automatic,2000.0,Kenyan Used,2012,1449999.0
Mazda Demio,Automatic,1300.0,Kenyan Used,2009,619999.0
Range Rover Sport,Automatic,3000.0,Foreign Used,2018,13675370.0
Volkswagen Passat,Automatic,2000.0,Foreign Used,2017,3412375.0
Mercedes Benz G63,Automatic,4000.0,Foreign Used,2019,27025093.0
Porsche Cayenne,Automatic,3000.0,Foreign Used,2019,9144540.0
Range Rover Velar,Automatic,2000.0,Foreign Used,2017,8290000.0
Nissan Note,Automatic,1200.0,Kenyan Used,2014,799999.0
Mercedes Benz GLE 63s,Automatic,4000.0,Foreign Used,2021,23630000.0
BMW M5,Automatic,4400.0,Foreign Used,2018,11845692.0
Mazda Atenza,Automatic,2200.0,Foreign Used,2017,1999999.0
Range Rover Sport,Automatic,3000.0,Kenyan Used,2016,7549999.0
Subaru Forester XT,Automatic,2000.0,Kenyan Used,2016,2699999.0
Mercedes Benz C200,Automatic,1800.0,Kenyan Used,2007,849999.0
Mercedes Benz C250,Automatic,2500.0,Kenyan Used,2009,1349999.0
Mercedes Benz S300h,Automatic,2200.0,Foreign Used,2017,6572000.0
Mercedes Benz G350,Automatic,3000.0,Foreign Used,2018,13300000.0
Toyota Auris,Automatic,1800.0,Foreign Used,2018,2150000.0
Mercedes Benz G63,Automatic,4000.0,Foreign Used,2019,32980211.0
Mazda CX3,Automatic,1500.0,Foreign Used,2017,2372000.0
Toyota Hilux,Automatic,2400.0,Foreign Used,2018,5200000.0
Toyota Hilux,Automatic,2400.0,Foreign Used,2017,5000000.0
Toyota Hiace,Automatic,2000.0,Foreign Used,2018,3300000.0
Volvo XC90,Automatic,2000.0,Foreign Used,2017,6560000.0
Toyota Mark X,Automatic,2500.0,Foreign Used,2017,2556000.0
Mazda Demio,Automatic,1300.0,Kenyan Used,2010,629999.0
Toyota Harrier,Automatic,2000.0,Foreign Used,2017,3799999.0
Nissan Wingroad,Automatic,1500.0,Kenyan Used,2005,579999.0
Audi A6,Automatic,3000.0,Foreign Used,2017,6967113.0
Mercedes Benz S300h,Automatic,2143.0,Foreign Used,2017,6682000.0
Mercedes Benz E250,Automatic,1800.0,Kenyan Used,2012,2399999.0
Toyota Passo Sette,Automatic,1800.0,Kenyan Used,2008,699999.0
Toyota Mark X,Automatic,2500.0,Kenyan Used,2007,829999.0
Range Rover Vogue,Automatic,3000.0,Kenyan Used,2014,9599999.0
Toyota Vanguard,Automatic,2400.0,Kenyan Used,2013,1499999.0
Subaru Levorg,Automatic,1600.0,Kenyan Used,2014,1569999.0
Toyota Rav4,Automatic,2000.0,Foreign Used,2019,5490000.0
Audi Q7,Automatic,2000.0,Foreign Used,2018,6200000.0
Mercedes Benz GLC250,Automatic,2000.0,Foreign Used,2018,5800000.0
Subaru Outback,Automatic,2500.0,Foreign Used,2019,4300000.0
Mercedes Benz GLC 220d,Automatic,2140.0,Foreign Used,2019,6411000.0
Mercedes Benz C180,Automatic,1600.0,Foreign Used,2019,4700000.0
Mercedes Benz C43,Automatic,3000.0,Foreign Used,2019,8950000.0
BMW X5,Automatic,3000.0,Foreign Used,2019,9499000.0
Mercedes Benz B180,Automatic,1600.0,Foreign Used,2017,2160000.0
Nissan Fuga,Automatic,2500.0,Kenyan Used,2010,899999.0
Toyota Ractis,Automatic,1300.0,Kenyan Used,2008,629999.0
Suzuki Escudo,Automatic,2000.0,Kenyan Used,2009,1399999.0
Mazda Atenza,Automatic,2200.0,Kenyan Used,2015,1579999.0
Mazda Axela,Automatic,2200.0,Kenyan Used,2016,1899999.0
Mercedes Benz V350,Automatic,3500.0,Kenyan Used,2011,2199999.0
Mercedes Benz V350,Automatic,3500.0,Kenyan Used,2010,2199999.0
Mitsubishi EK wagon,Automatic,660.0,Kenyan Used,2011,399999.0
Volkswagen Golf TSI,Automatic,1400.0,Foreign Used,2017,2199999.0
Audi Q5,Automatic,2000.0,Kenyan Used,2013,2699999.0
Mazda Axela,Automatic,1500.0,Foreign Used,2017,2049999.0
Mercedes Benz GLC250,Automatic,2000.0,Foreign Used,2017,5650000.0
BMW X7,Automatic,4400.0,Foreign Used,2021,15276000.0
Porsche Cayenne,Automatic,3000.0,Foreign Used,2018,9680800.0
Mazda CX5,Automatic,2200.0,Foreign Used,2017,3199999.0
Lamborghini Urus,Automatic,4000.0,Foreign Used,2021,56000000.0
Toyota Allion,Automatic,1500.0,Kenyan Used,2011,1349999.0
Range Rover Vogue,Automatic,3000.0,Foreign Used,2022,34794000.0
BMW 740i,Automatic,3000.0,Foreign Used,2018,7025000.0
BMW M5,Automatic,4400.0,Foreign Used,2018,14088000.0
Toyota Vitz,Automatic,1300.0,Kenyan Used,2012,929999.0
Nissan GTR,Automatic,3800.0,Foreign Used,2018,17350000.0
Toyota FJ Cruiser,Automatic,4000.0,Foreign Used,2017,4750000.0
Honda Vezel,Automatic,1500.0,Kenyan Used,2014,1899999.0
Subaru Forester XT,Automatic,2000.0,Foreign Used,2017,3845000.0
Mercedes Benz C200,Automatic,2000.0,Kenyan Used,2016,3199999.0
Toyota Rav4,Automatic,2000.0,Foreign Used,2019,4890000.0
Toyota Landcruiser LC300,Automatic,3300.0,Foreign Used,2022,18200000.0
Volkswagen Golf R,Automatic,2000.0,Foreign Used,2018,4530000.0
Audi S3,Automatic,2000.0,Foreign Used,2017,4395000.0
Subaru Levorg,Automatic,1600.0,Foreign Used,2017,2582000.0
Mazda CX5,Automatic,2200.0,Foreign Used,2017,3590000.0
Suzuki Swift,Automatic,1200.0,Foreign Used,2017,1380000.0
Range Rover Vogue Autobiography,Automatic,5000.0,Kenyan Used,2014,9499999.0
Subaru Impreza,Automatic,1600.0,Kenyan Used,2012,1029999.0
Audi Q5,Automatic,2000.0,Foreign Used,2018,4766000.0
Mazda CX5,Automatic,2200.0,Foreign Used,2020,4599999.0
Subaru Impreza,Automatic,1600.0,Foreign Used,2017,2100000.0
Mazda Premacy,Automatic,2000.0,Foreign Used,2017,1833000.0
Toyota Axio,Automatic,1500.0,Kenyan Used,2015,1349999.0
Honda CRV,Automatic,2400.0,Kenyan Used,2012,1699999.0
Mazda Axela,Automatic,1500.0,Kenyan Used,2015,1779999.0
Toyota Qualis,Automatic,1500.0,Kenyan Used,2000,449999.0
Volkswagen Passat,Automatic,1800.0,Kenyan Used,2011,1099999.0
Toyota Porte,Automatic,1500.0,Kenyan Used,2014,999999.0
Subaru Forester,Automatic,2000.0,Kenyan Used,2011,1599999.0
Mazda Axela,Automatic,1500.0,Foreign Used,2017,2253000.0
Volkswagen Golf TSI,Automatic,1400.0,Foreign Used,2017,2249999.0
Audi RSQ8,Automatic,4000.0,Foreign Used,2021,25200000.0
Volkswagen Scirocco,Automatic,2000.0,Foreign Used,2018,4596000.0
Mercedes Benc A180,Automatic,1600.0,Foreign Used,2017,2499999.0
Mercedes Benz E200,Automatic,2000.0,Foreign Used,2017,4350000.0
Mini Cooper,Automatic,1500.0,Foreign Used,2016,3399999.0
Toyota Landcruiser Prado,Automatic,2700.0,Kenyan Used,2017,4749999.0
Volvo XC60,Automatic,2000.0,Foreign Used,2019,5780000.0
Audi A6,Automatic,3000.0,Foreign Used,2019,7227000.0
Volkswagen Golf GTI,Automatic,2000.0,Foreign Used,2017,3580000.0
Porsche Cayenne S,Automatic,2900.0,Foreign Used,2022,17199000.0
Audi Q5,Automatic,2000.0,Foreign Used,2017,4585000.0
Mercedes Benz GLE 400d,Automatic,2900.0,Foreign Used,2019,11990000.0
Mercedes Benz GLC 63,Automatic,3000.0,Foreign Used,2019,9674000.0
BMW 523d,Automatic,2000.0,Foreign Used,2017,4230000.0
Landrover Discovery V,Automatic,3000.0,Foreign Used,2017,8499999.0
Nissan Note,Automatic,1200.0,Kenyan Used,2016,949999.0
Mercedes Benz A180,Automatic,1600.0,Kenyan Used,2015,1699999.0
Volvo XC60,Automatic,2000.0,Kenyan Used,2019,6399999.0
Nissan Xtrail,Automatic,2000.0,Kenyan Used,2017,2299999.0
Range Rover Vogue,Automatic,3000.0,Foreign Used,2021,20800000.0
Range Rover Evoque,Automatic,2000.0,Foreign Used,2018,4999999.0
Landrover Discovery Sport,Automatic,2000.0,Foreign Used,2018,5699999.0
Mercedes Benz E250,Automatic,1800.0,Kenyan Used,2010,2099999.0
Subaru Levorg,Automatic,1600.0,Foreign Used,2017,2490000.0
Mazda CX5,Automatic,2200.0,Foreign Used,2017,3320000.0
Lexus NX200T,Automatic,2000.0,Foreign Used,2017,4256000.0
Lexus LX 600,Automatic,3500.0,Foreign Used,2023,25071000.0
Lexus LX 570,Automatic,5700.0,Foreign Used,2018,13450000.0
Subaru Trezia,Automatic,1500.0,Kenyan Used,2012,699999.0
Mitsubishi Outlander,Automatic,2000.0,Foreign Used,2017,3699999.0
Volkswagen Tiguan,Automatic,2000.0,Kenyan Used,2020,4399999.0
Mazda Demio,Automatic,1300.0,Foreign Used,2018,1499999.0
Toyota Landcruiser,Automatic,4600.0,Foreign Used,2018,10580000.0
Toyota Landcruiser,Automatic,3300.0,Foreign Used,2022,17500000.0
Range Rover Sport,Automatic,5000.0,Foreign Used,2021,21372000.0
Toyota Landcruiser Prado,Automatic,2700.0,Foreign Used,2017,6430000.0
BMW X5,Automatic,3000.0,Foreign Used,2019,9203000.0
Jaguar F type,Automatic,5000.0,Foreign Used,2018,19398000.0
Jaguar F pace,Automatic,5000.0,Foreign Used,2019,12800000.0
Toyota Premio,Automatic,1800.0,Foreign Used,2018,2303000.0
Range Rover Vogue,Automatic,3000.0,Foreign Used,2018,15311000.0
Volvo XC90,Automatic,2000.0,Foreign Used,2019,6600000.0
Mercedes Benz GLE 350d,Automatic,3000.0,Foreign Used,2017,8444000.0
Audi Q7,Automatic,2000.0,Foreign Used,2018,6030000.0
Audi SQ5,Automatic,3000.0,Foreign Used,2018,6420000.0
Honda Civic,Automatic,1500.0,Foreign Used,2018,3219000.0
Audi RS6,Automatic,4000.0,Foreign Used,2017,8990000.0
Audi A4,Automatic,2000.0,Foreign Used,2018,4489000.0
Audi Q3,Automatic,2000.0,Foreign Used,2017,3289000.0
Toyota Alphard,Automatic,2500.0,Foreign Used,2017,3840000.0
Range Rover Sport,Automatic,3000.0,Foreign Used,2018,10800000.0
Landrover Discovery Sport,Automatic,2000.0,Foreign Used,2019,8900000.0
Bentley Flying Spur,Automatic,6000.0,Foreign Used,2020,33751300.0
Bentley Bentayga,Automatic,4000.0,Foreign Used,2019,23300000.0
Bentley Continental,Automatic,4000.0,Foreign Used,2017,18902000.0
BMW X5m,Automatic,4400.0,Foreign Used,2021,19400000.0
Volvo XC60,Automatic,2000.0,Foreign Used,2018,5750000.0
Mazda Demio,Automatic,1300.0,Foreign Used,2017,1379999.0
Nissan Xtrail,Automatic,2000.0,Foreign Used,2017,2426080.0
Subaru Forester,Automatic,2000.0,Kenyan Used,2016,2599999.0
Landrover Defender,Manual,2500.0,Kenyan Used,2009,3499999.0
Volvo S60,Automatic,1500.0,Foreign Used,2017,2399999.0
Subaru Legacy,Automatic,2500.0,Foreign Used,2017,2649999.0
Volkswagen Golf GTI,Automatic,2000.0,Kenyan Used,2015,2399999.0
Toyota Vitz,Automatic,1300.0,Kenyan Used,2012,719999.0
Lexus NX200T,Automatic,2000.0,Foreign Used,2017,4399000.0
Peugeot 2008,Automatic,1200.0,Foreign Used,2018,2099999.0
Toyota FJ Cruiser,Automatic,4000.0,Foreign Used,2017,4600000.0
Toyota Hiace,Automatic,2000.0,Foreign Used,2017,3380000.0
Toyota Wish,Automatic,1800.0,Foreign Used,2017,2280000.0
Mercedes Benz E220d,Automatic,2000.0,Foreign Used,2017,5402000.0
Mercedes Benz E250,Automatic,2000.0,Foreign Used,2017,5780000.0
Porsche Panamera,Automatic,3000.0,Foreign Used,2019,11468000.0
Honda N One,Automatic,660.0,Foreign Used,2017,869999.0
Subaru Outback,Automatic,2500.0,Kenyan Used,2012,1649999.0
Porsche 911 Carrera,Automatic,3000.0,Foreign Used,2021,19840000.0
Toyota Crown,Automatic,2500.0,Kenyan Used,2020,4599999.0
Porsche Cayenne,Automatic,4000.0,Foreign Used,2019,15400000.0
Range Rover Sport,Automatic,3000.0,Foreign Used,2019,12955000.0
Mercedes Benz GLE 400d,Automatic,2900.0,Foreign Used,2020,13320000.0
Subaru Outback,Automatic,2018.0,Foreign Used,2018,4100000.0
BMW M5,Automatic,4400.0,Foreign Used,2019,10100000.0
Mazda CX5,Automatic,2200.0,Foreign Used,2017,3579999.0
Mazda Axela,Automatic,1500.0,Foreign Used,2018,2601000.0
BMW M4,Automatic,3000.0,Foreign Used,2017,7100000.0
Volkswagen Passat,Automatic,2017.0,Foreign Used,2017,3750000.0
Volkswagen Tiguan,Automatic,2000.0,Foreign Used,2019,4150000.0
Toyota Fielder,Automatic,1500.0,Foreign Used,2017,1970000.0
Toyota Fielder,Automatic,1500.0,Foreign Used,2017,1940000.0
Volkswagen Golf,Automatic,1400.0,Foreign Used,2017,2399999.0
Mazda CX5,Automatic,2000.0,Foreign Used,2017,3300000.0
Landrover Discovery IV,Automatic,3000.0,Kenyan Used,2016,6999999.0
Mercedes Benz E240,Automatic,2600.0,Kenyan Used,2003,1649999.0
Mercedes Benz GLC 250,Automatic,2000.0,Foreign Used,2016,5799999.0
Toyota Mark X,Automatic,2500.0,Kenyan Used,2014,1299999.0
Mercedes Benz C200,Automatic,1800.0,Kenyan Used,2007,1219999.0
Honda CRV,Automatic,2000.0,Foreign Used,2019,4300000.0
BMW 320i,Automatic,2000.0,Foreign Used,2017,2900000.0
BMW 118i,Automatic,1500.0,Foreign Used,2017,2329000.0
