,Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price,Make,Model,Car_Age
962,Range Rover Sport,Automatic,5000.0,Foreign Used,2018,14411000.0,Range Rover,Sport,6
963,Mitsubishi Outlander,Automatic,2000.0,Foreign Used,2017,3399999.0,Mitsubishi,Outlander,7
964,Toyota Landcruiser Prado Tz-G,Automatic,2800.0,Foreign Used,2018,9289391.0,Toyota,Landcruiser Prado Tz-G,6
965,Mazda Atenza,Automatic,2200.0,Foreign Used,2017,2593999.0,Mazda,Atenza,7
966,Volvo Xc90 D5,Automatic,2000.0,Foreign Used,2019,7429999.0,Volvo,Xc90 D5,5
967,Audi A4 Allroad,Automatic,2000.0,Foreign Used,2017,3558000.0,Audi,A4 Allroad,7
968,Volkswagen Golf Tsi,Automatic,1400.0,Foreign Used,2017,2399999.0,Volkswagen,Golf Tsi,7
969,Mazda Cx3,Automatic,1500.0,Foreign Used,2017,2166000.0,Mazda,Cx3,7
970,Subaru Impreza,Automatic,1600.0,Foreign Used,2017,1987000.0,Subaru,Impreza,7
971,Nissan Xtrail,Automatic,2000.0,Foreign Used,2017,3499999.0,Nissan,Xtrail,7
972,Toyota Landcruiser Prado Tz-G,Automatic,2800.0,Foreign Used,2019,9120565.0,Toyota,Landcruiser Prado Tz-G,5
973,Mercedes Benz Benz Amg C43,Automatic,3000.0,Foreign Used,2017,7764000.0,Mercedes Benz,Benz Amg C43,7
974,Porsche Cayenne Turbo,Automatic,4000.0,Foreign Used,2019,12613200.0,Porsche,Cayenne Turbo,5
975,Toyota Landcruiser Prado Tz-G,Automatic,2800.0,Foreign Used,2019,8800565.0,Toyota,Landcruiser Prado Tz-G,5
976,Porsche Panamera,Automatic,2900.0,Foreign Used,2018,11390999.0,Porsche,Panamera,6
977,Toyota Fj Cruiser,Automatic,4000.0,Foreign Used,2017,4849999.0,Toyota,Fj Cruiser,7
978,Range Rover Velar,Automatic,2000.0,Foreign Used,2018,8099999.0,Range Rover,Velar,6
979,Toyota Harrier,Automatic,2500.0,Foreign Used,2017,4385000.0,Toyota,Harrier,7
980,Range Rover Vogue Autobiography,Automatic,4400.0,Foreign Used,2018,16099999.0,Range Rover,Vogue Autobiography,6
981,Audi Rsq8,Automatic,4000.0,Foreign Used,2020,21499999.0,Audi,Rsq8,4
982,Toyota Harrier,Automatic,2000.0,Foreign Used,2017,3665000.0,Toyota,Harrier,7
983,Bentley Bentayga,Automatic,4000.0,Foreign Used,2020,28899999.0,Bentley,Bentayga,4
984,Mitsubishi Ek Wagon,Automatic,660.0,Kenyan Used,2017,879999.0,Mitsubishi,Ek Wagon,7
985,Volkswagen Touran,Automatic,1400.0,Kenyan Used,2015,1449999.0,Volkswagen,Touran,9
986,Toyota Celica,Automatic,1800.0,Kenyan Used,2005,579999.0,Toyota,Celica,19
987,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2016,2399999.0,Nissan,Xtrail,8
988,Toyota Vanguard,Automatic,2400.0,Kenyan Used,2010,1249999.0,Toyota,Vanguard,14
989,Mazda Cx5,Automatic,2200.0,Kenyan Used,2019,3899999.0,Mazda,Cx5,5
990,Bmw 530I,Automatic,2000.0,Foreign Used,2017,4349999.0,Bmw,530I,7
991,Audi Q2,Automatic,1400.0,Foreign Used,2017,3121999.0,Audi,Q2,7
992,Subaru Forester Xt,Automatic,2000.0,Foreign Used,2018,4359999.0,Subaru,Forester Xt,6
993,Toyota Landcruiser Zx,Automatic,4600.0,Foreign Used,2017,9961100.0,Toyota,Landcruiser Zx,7
994,Subaru Outback,Automatic,2500.0,Foreign Used,2017,3279999.0,Subaru,Outback,7
995,Honda Vezel,Automatic,1500.0,Foreign Used,2017,2699999.0,Honda,Vezel,7
996,Toyota Fortuner,Automatic,2400.0,Foreign Used,2017,4499999.0,Toyota,Fortuner,7
997,Volkswagen Golf Variant Tsi,Automatic,1200.0,Foreign Used,2017,2149999.0,Volkswagen,Golf Variant Tsi,7
998,Toyota Rav4,Automatic,2500.0,Foreign Used,2019,4799999.0,Toyota,Rav4,5
999,Mercedes Benz Benz Benz Glc250,Automatic,2000.0,Foreign Used,2018,4979999.0,Mercedes Benz,Benz Benz Glc250,6
1000,Jaguar F Pace,Automatic,2000.0,Foreign Used,2017,7340400.0,Jaguar,F Pace,7
1001,Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2018,3949999.0,Volkswagen,Tiguan,6
1002,Porsche Cayman,Automatic,2000.0,Foreign Used,2017,8135000.0,Porsche,Cayman,7
1003,Toyota Crown,Automatic,2500.0,Foreign Used,2017,2876999.0,Toyota,Crown,7
1004,Toyota Mark X,Automatic,2500.0,Foreign Used,2017,2699000.0,Toyota,Mark X,7
1005,Audi A3,Automatic,1400.0,Foreign Used,2017,2485999.0,Audi,A3,7
1006,Toyota Townace,Automatic,1500.0,Kenyan Used,2011,679999.0,Toyota,Townace,13
1007,Nissan Gtr,Automatic,3800.0,Foreign Used,2017,13499999.0,Nissan,Gtr,7
1008,Mercedes Benz Benz Benz Amg Glc63,Automatic,4000.0,Foreign Used,2018,12575999.0,Mercedes Benz,Benz Benz Amg Glc63,6
1009,Subaru Forester,Automatic,2000.0,Foreign Used,2018,3799999.0,Subaru,Forester,6
1010,Subaru Outback,Automatic,2500.0,Foreign Used,2019,3209999.0,Subaru,Outback,5
1011,Volkswagen Variant R,Automatic,2000.0,Foreign Used,2018,4329999.0,Volkswagen,Variant R,6
1012,Subaru Forester,Automatic,2000.0,Foreign Used,2018,3086000.0,Subaru,Forester,6
1013,Audi Q5,Automatic,2000.0,Foreign Used,2018,4769999.0,Audi,Q5,6
1014,Toyota Landcruiser Prado Tzg,Automatic,2800.0,Foreign Used,2018,9327999.0,Toyota,Landcruiser Prado Tzg,6
1015,Audi Q7,Automatic,3000.0,Foreign Used,2017,6832999.0,Audi,Q7,7
1016,Mercedes Benz Benz Amg Glc 63,Automatic,4000.0,Foreign Used,2020,18307000.0,Mercedes Benz,Benz Amg Glc 63,4
1017,Audi Q5,Automatic,2000.0,Foreign Used,2018,5332199.0,Audi,Q5,6
1018,Volvo V40,Automatic,1500.0,Foreign Used,2017,2299999.0,Volvo,V40,7
1019,Subaru Forester,Automatic,2000.0,Foreign Used,2017,3387500.0,Subaru,Forester,7
1020,Volkswagen Golf Tsi,Automatic,1200.0,Foreign Used,2017,1880000.0,Volkswagen,Golf Tsi,7
1021,Audi A5,Automatic,2000.0,Foreign Used,2017,4312200.0,Audi,A5,7
1022,Mercedes Benz Benz Amg Glc63,Automatic,4000.0,Foreign Used,2020,17824960.0,Mercedes Benz,Benz Amg Glc63,4
1023,Mercedes Benz Benz Amg G63,Automatic,4000.0,Foreign Used,2022,38346600.0,Mercedes Benz,Benz Amg G63,2
1024,Lexus Lx570,Automatic,5700.0,Foreign Used,2017,12992067.0,Lexus,Lx570,7
1025,Honda Fit,Automatic,1300.0,Kenyan Used,2014,999999.0,Honda,Fit,10
1026,Toyota Landcruiser Prado Tzg,Automatic,2800.0,Foreign Used,2018,8767999.0,Toyota,Landcruiser Prado Tzg,6
1027,Land Rover Defender 110,Automatic,2000.0,Foreign Used,2020,11709999.0,Land Rover,Defender 110,4
1028,Toyota Landcruiser Zx,Automatic,4600.0,Foreign Used,2017,10170999.0,Toyota,Landcruiser Zx,7
1029,Land Rover Defender 110,Automatic,2000.0,Foreign Used,2020,13899999.0,Land Rover,Defender 110,4
1030,Mercedes Benz Benz Amg Gle53,Automatic,3000.0,Foreign Used,2021,15795999.0,Mercedes Benz,Benz Amg Gle53,3
1031,Toyota Landcruiser Prado Tz-G,Automatic,2800.0,Foreign Used,2018,7833035.0,Toyota,Landcruiser Prado Tz-G,6
1032,Audi Sq5,Automatic,3000.0,Foreign Used,2020,11901399.0,Audi,Sq5,4
1033,Land Rover Defender 110,Automatic,2000.0,Foreign Used,2020,12099999.0,Land Rover,Defender 110,4
1034,Audi Q5,Automatic,2000.0,Foreign Used,2018,4669999.0,Audi,Q5,6
1035,Toyota Landcruiser Prado Tz-G,Automatic,2800.0,Foreign Used,2018,7779999.0,Toyota,Landcruiser Prado Tz-G,6
1036,Mercedes Benz Benz Benz Gle450H,Automatic,3000.0,Foreign Used,2019,10363300.0,Mercedes Benz,Benz Benz Gle450H,5
1037,Nissan Note,Automatic,1200.0,Foreign Used,2018,1599999.0,Nissan,Note,6
1038,Mercedes Benz Benz Benz C200,Automatic,1500.0,Foreign Used,2019,5929999.0,Mercedes Benz,Benz Benz C200,5
1039,Toyota Landcruiser Prado J120,Automatic,3000.0,Kenyan Used,2007,1679999.0,Toyota,Landcruiser Prado J120,17
1040,Toyota Crown Athlete,Automatic,2500.0,Kenyan Used,2010,1399999.0,Toyota,Crown Athlete,14
1041,Toyota Allion,Automatic,1800.0,Kenyan Used,2004,699999.0,Toyota,Allion,20
1042,Mazda Atenza,Automatic,2000.0,Foreign Used,2017,2579999.0,Mazda,Atenza,7
1043,Toyota Landcruiser Prado Tz-G,Automatic,2800.0,Foreign Used,2018,9169999.0,Toyota,Landcruiser Prado Tz-G,6
1044,Mercedes Benz Benz Benz Glc 220,Automatic,2200.0,Foreign Used,2018,5219999.0,Mercedes Benz,Benz Benz Glc 220,6
1045,Audi Q2,Automatic,1000.0,Foreign Used,2017,2789999.0,Audi,Q2,7
1046,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2017,4499999.0,Mercedes Benz,Benz Benz Glc 250,7
1047,Subaru Forester,Automatic,2000.0,Foreign Used,2017,2941999.0,Subaru,Forester,7
1048,Range Rover Sport,Automatic,3000.0,Foreign Used,2017,7499999.0,Range Rover,Sport,7
1049,Mercedes Benz Benz Benz A180,Automatic,1600.0,Foreign Used,2017,3289999.0,Mercedes Benz,Benz Benz A180,7
1050,Range Rover Vogue,Automatic,3000.0,Foreign Used,2017,12699999.0,Range Rover,Vogue,7
1051,Subaru Levorg,Automatic,1600.0,Foreign Used,2017,2679999.0,Subaru,Levorg,7
1052,Bentley Continental Gtc,Automatic,4000.0,Foreign Used,2021,33899999.0,Bentley,Continental Gtc,3
1053,Lexus Rx200T,Automatic,2000.0,Foreign Used,2017,6361999.0,Lexus,Rx200T,7
1054,Audi A8,Automatic,3000.0,Foreign Used,2019,8325999.0,Audi,A8,5
1055,Lexus Lx570,Automatic,5700.0,Foreign Used,2017,15819715.0,Lexus,Lx570,7
1056,Toyota Harrier,Automatic,2000.0,Foreign Used,2018,3786099.0,Toyota,Harrier,6
1057,Volkswagen Golf R,Automatic,2000.0,Foreign Used,2017,4249999.0,Volkswagen,Golf R,7
1058,Toyota Landcruiser Zx,Automatic,4600.0,Foreign Used,2017,11836999.0,Toyota,Landcruiser Zx,7
1059,Range Rover Sport,Automatic,4400.0,Foreign Used,2017,10099999.0,Range Rover,Sport,7
1060,Toyota Fielder,Automatic,1500.0,Foreign Used,2017,1859999.0,Toyota,Fielder,7
1061,Mercedes Benz Benz Benz Amg S63L,Automatic,4000.0,Foreign Used,2018,13279999.0,Mercedes Benz,Benz Benz Amg S63L,6
1062,Mercedes Benz Benz Benz S320,Automatic,3200.0,Kenyan Used,1997,979999.0,Mercedes Benz,Benz Benz S320,27
1063,Ford Ranger Raptor,Automatic,2000.0,Foreign Used,2018,5399999.0,Ford,Ranger Raptor,6
1064,Audi A5,Automatic,2000.0,Foreign Used,2017,4135399.0,Audi,A5,7
1065,Mercedes Benz Benz Benz Gle350D,Automatic,3000.0,Foreign Used,2018,7319999.0,Mercedes Benz,Benz Benz Gle350D,6
1066,Range Rover Sport,Automatic,5000.0,Foreign Used,2018,17899999.0,Range Rover,Sport,6
1067,Peugeot  3008,Automatic,1600.0,Foreign Used,2018,3412999.0,Peugeot, 3008,6
1068,Ferrari Carlifonia,Automatic,3900.0,Foreign Used,2017,26479999.0,Ferrari,Carlifonia,7
1069,Nissan Skyline,Automatic,2000.0,Foreign Used,2018,2459999.0,Nissan,Skyline,6
1070,Mercedes Benz Benz Benz C200,Automatic,,Kenyan Used,1996,549999.0,Mercedes Benz,Benz Benz C200,28
1071,Subaru Impreza,Automatic,1500.0,Kenyan Used,2008,779999.0,Subaru,Impreza,16
1072,Toyota Fortuner,Automatic,2800.0,Kenyan Used,2020,6499999.0,Toyota,Fortuner,4
1073,Toyota Aqua,Automatic,1500.0,Kenyan Used,2012,749999.0,Toyota,Aqua,12
1074,Ford Ranger Wildtrack,Automatic,3200.0,Foreign Used,2017,4649999.0,Ford,Ranger Wildtrack,7
1075,Mercedes Benz Benz Benz Amg Gle 53,Automatic,3000.0,Foreign Used,2023,25153140.0,Mercedes Benz,Benz Benz Amg Gle 53,1
1076,Mazda Cx5,Automatic,2200.0,Foreign Used,2017,2669999.0,Mazda,Cx5,7
1077,Bmw X1,Automatic,2000.0,Foreign Used,2018,2989318.0,Bmw,X1,6
1078,Porsche Cayenne Gts,Automatic,4000.0,Foreign Used,2024,31229999.0,Porsche,Cayenne Gts,0
1079,Audi Q3,Automatic,1400.0,Foreign Used,2017,3341999.0,Audi,Q3,7
1080,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Kenyan Used,2016,4949999.0,Mercedes Benz,Benz Benz Glc 250,8
1081,Mazda Premacy,Automatic,2000.0,Kenyan Used,2006,579999.0,Mazda,Premacy,18
1082,Bmw X1,Automatic,1500.0,Kenyan Used,2016,2849999.0,Bmw,X1,8
1083,Toyota Axio,Automatic,1500.0,Foreign Used,2016,2099999.0,Toyota,Axio,8
1084,Toyota Hilux,Manual,2500.0,Kenyan Used,2016,4499999.0,Toyota,Hilux,8
1085,Mazda Cx5,Automatic,2200.0,Foreign Used,2018,3799999.0,Mazda,Cx5,6
1086,Porsche Cayenne,Automatic,3600.0,Foreign Used,2018,8499999.0,Porsche,Cayenne,6
1087,Mercedes Benz Benz C200,Automatic,2000.0,Kenyan Used,2014,3149999.0,Mercedes Benz,Benz C200,10
1088,Nissan Note,Automatic,1200.0,Kenyan Used,2017,1169999.0,Nissan,Note,7
1089,Toyota Wish,Automatic,1800.0,Kenyan Used,2005,649999.0,Toyota,Wish,19
1090,Volvo Xc60 T6 Awd,Automatic,2000.0,Kenyan Used,2015,3199999.0,Volvo,Xc60 T6 Awd,9
1091,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2017,4499999.0,Mercedes Benz,Benz Benz C200,7
1092,Toyota Harrier,Automatic,2400.0,Kenyan Used,2011,1849999.0,Toyota,Harrier,13
1093,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2006,1999999.0,Toyota,Landcruiser Prado Tx,18
1094,Subaru Xv,Automatic,2000.0,Kenyan Used,2015,1979999.0,Subaru,Xv,9
1095,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2017,4449999.0,Mercedes Benz,Benz Benz C200,7
1096,Toyota Fielder,Automatic,1500.0,Kenyan Used,2015,1499999.0,Toyota,Fielder,9
1097,Bmw X5,Automatic,3000.0,Kenyan Used,2010,2249999.0,Bmw,X5,14
1098,Subaru Legacy,Automatic,2500.0,Kenyan Used,2012,1349999.0,Subaru,Legacy,12
1099,Toyota Premio,Automatic,1800.0,Foreign Used,2017,2299999.0,Toyota,Premio,7
1100,Mitsubishi Asx,Automatic,2000.0,Kenyan Used,2018,1599999.0,Mitsubishi,Asx,6
1101,Audi A3,Automatic,1400.0,Foreign Used,2017,2349999.0,Audi,A3,7
1102,Subaru Forester,Automatic,2500.0,Foreign Used,2018,3999999.0,Subaru,Forester,6
1103,Volvo Xc60,Automatic,2000.0,Foreign Used,2017,3999999.0,Volvo,Xc60,7
1104,Nissan Bluebird,Automatic,1800.0,Kenyan Used,2001,449999.0,Nissan,Bluebird,23
1105,Toyota Crown,Automatic,2500.0,Kenyan Used,2009,1149999.0,Toyota,Crown,15
1106,Toyota Axio,Automatic,1500.0,Foreign Used,2017,1779999.0,Toyota,Axio,7
1107,Mazda Axela,Automatic,2200.0,Foreign Used,2017,2099999.0,Mazda,Axela,7
1108,Mazda Demio,Automatic,1300.0,Kenyan Used,2012,649999.0,Mazda,Demio,12
1109,Mercedes Benz Benz Benz Glc 220D,Automatic,2140.0,Foreign Used,2017,6090800.0,Mercedes Benz,Benz Benz Glc 220D,7
1110,Mercedes Benz Benz Benz G350D,Automatic,3000.0,Foreign Used,2017,11350150.0,Mercedes Benz,Benz Benz G350D,7
1111,Mercedes Benz Benz Benz S400,Automatic,3000.0,Foreign Used,2017,7571900.0,Mercedes Benz,Benz Benz S400,7
