Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price
Mazda CX5,Automatic,2200 CC,Kenyan Used,2019,"KES 3,899,999"
BMW 530i,Automatic,2000 CC,Foreign Used,2017,"KES 4,349,999"
Audi Q2,Automatic,1400 CC,Foreign Used,2017,"KES 3,121,999"
Subaru Forester XT,Automatic,2000 CC,Foreign Used,2018,"KES 4,359,999"
Toyota Landcruiser ZX,Automatic,4600 CC,Foreign Used,2017,"KES 9,961,100"
Subaru Outback,Automatic,2500 CC,Foreign Used,2017,"KES 3,279,999"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,699,999"
Toyota Fortuner,Automatic,2400 CC,Foreign Used,2017,"KES 4,499,999"
Volkswagen Golf Variant TSI,Automatic,1200 CC,Foreign Used,2017,"KES 2,149,999"
Toyota Rav4,Automatic,2500 CC,Foreign Used,2019,"KES 4,799,999"
Mercedes Benz GLC250,Automatic,2000 CC,Foreign Used,2018,"KES 4,979,999"
Jaguar F Pace,Automatic,2000 CC,Foreign Used,2017,"KES 7,340,400"
Volkswagen Tiguan,Automatic,1400 CC,Foreign Used,2018,"KES 3,949,999"
Porsche Cayman,Automatic,2000 CC,Foreign Used,2017,"KES 8,135,000"
Toyota Crown,Automatic,2500 CC,Foreign Used,2017,"KES 2,876,999"
Toyota Mark X,Automatic,2500 CC,Foreign Used,2017,"KES 2,699,000"
Audi A3,Automatic,1400 CC,Foreign Used,2017,"KES 2,485,999"
Toyota Townace,Automatic,1500 CC,Kenyan Used,2011,"KES 679,999"
Nissan GTR,Automatic,3800 CC,Foreign Used,2017,"KES 13,499,999"
Mercedes Benz AMG GLC63,Automatic,4000 CC,Foreign Used,2018,"KES 12,575,999"
Subaru Forester,Automatic,2000 CC,Foreign Used,2018,"KES 3,799,999"
Subaru Outback,Automatic,2500 CC,Foreign Used,2019,"KES 3,209,999"
Volkswagen Variant R,Automatic,2000 CC,Foreign Used,2018,"KES 4,329,999"
Subaru Forester,Automatic,2000 CC,Foreign Used,2018,"KES 3,086,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2018,"KES 4,769,999"
Toyota Landcruiser Prado TZG,Automatic,2800 CC,Foreign Used,2018,"KES 9,327,999"
Audi Q7,Automatic,3000 CC,Foreign Used,2017,"KES 6,832,999"
Mercedes-Benz AMG GLC 63,Automatic,4000 CC,Foreign Used,2020,"KES 18,307,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2018,"KES 5,332,199"
Volvo V40,Automatic,1500 CC,Foreign Used,2017,"KES 2,299,999"
Subaru Forester,Automatic,2000 CC,Foreign Used,2017,"KES 3,387,500"
Volkswagen Golf TSI,Automatic,1200 CC,Foreign Used,2017,"KES 1,880,000"
Audi A5,Automatic,2000 CC,Foreign Used,2017,"KES 4,312,200"
Mercedes-Benz AMG GLC63,Automatic,4000 CC,Foreign Used,2020,"KES 17,824,960"
Mercedes-Benz AMG G63,Automatic,4000 CC,Foreign Used,2022,"KES 38,346,600"
Lexus LX570,Automatic,5700 CC,Foreign Used,2017,"KES 12,992,067"
Honda Fit,Automatic,1300 CC,Kenyan Used,2014,"KES 999,999"
Toyota Landcruiser Prado TZG,Automatic,2800 CC,Foreign Used,2018,"KES 8,767,999"
Landrover Defender 110,Automatic,2000 CC,Foreign Used,2020,"KES 11,709,999"
Toyota Landcruiser Zx,Automatic,4600 CC,Foreign Used,2017,"KES 10,170,999"
Landrover Defender 110,Automatic,2000 CC,Foreign Used,2020,"KES 13,899,999"
Mercedes-Benz AMG GLE53,Automatic,3000 CC,Foreign Used,2021,"KES 15,795,999"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2018,"KES 7,833,035"
Audi SQ5,Automatic,3000 CC,Foreign Used,2020,"KES 11,901,399"
Landrover Defender 110,Automatic,2000 CC,Foreign Used,2020,"KES 12,099,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2018,"KES 4,669,999"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2018,"KES 7,779,999"
Mercedes Benz GLE450H,Automatic,3000 CC,Foreign Used,2019,"KES 10,363,300"
Volkswagen Golf TSI,Automatic,1200 CC,Kenyan Used,2014,"KES 1,349,999"
Nissan Note,Automatic,1200 CC,Foreign Used,2018,"KES 1,599,999"
Mercedes Benz C200,Automatic,1500 CC,Foreign Used,2019,"KES 5,929,999"
Toyota Landcruiser Prado J120,Automatic,3000 CC,Kenyan Used,2007,"KES 1,679,999"
Toyota Crown Athlete,Automatic,2500 CC,Kenyan Used,2010,"KES 1,399,999"
Toyota Allion,Automatic,1800 CC,Kenyan Used,2004,"KES 699,999"
Mazda Atenza,Automatic,2000 CC,Foreign Used,2017,"KES 2,579,999"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2018,"KES 9,169,999"
Mercedes Benz GLC 220,Automatic,2200 CC,Foreign Used,2018,"KES 5,219,999"
Audi Q2,Automatic,1000 CC,Foreign Used,2017,"KES 2,789,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2017,"KES 4,499,999"
Subaru Forester,Automatic,2000 CC,Foreign Used,2017,"KES 2,941,999"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2017,"KES 7,499,999"
Mercedes Benz A180,Automatic,1600 CC,Foreign Used,2017,"KES 3,289,999"
Range Rover Vogue,Automatic,3000 CC,Foreign Used,2017,"KES 12,699,999"
Subaru Levorg,Automatic,1600 CC,Foreign Used,2017,"KES 2,679,999"
Bentley Continental GTC,Automatic,4000 CC,Foreign Used,2021,"KES 33,899,999"
Lexus RX200T,Automatic,2000 CC,Foreign Used,2017,"KES 6,361,999"
Audi A8,Automatic,3000 CC,Foreign Used,2019,"KES 8,325,999"
Lexus LX570,Automatic,5700 CC,Foreign Used,2017,"KES 15,819,715"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2018,"KES 3,786,099"
Volkswagen Golf R,Automatic,2000 CC,Foreign Used,2017,"KES 4,249,999"
Toyota Landcruiser ZX,Automatic,4600 CC,Foreign Used,2017,"KES 11,836,999"
Range Rover Sport,Automatic,4400 CC,Foreign Used,2017,"KES 10,099,999"
Toyota Fielder,Automatic,1500 CC,Foreign Used,2017,"KES 1,859,999"
Mercedes Benz AMG S63L,Automatic,4000 CC,Foreign Used,2018,"KES 13,279,999"
Mercedes Benz S320,Automatic,3200 CC,Kenyan Used,1997,"KES 979,999"
Ford Ranger Raptor,Automatic,2000 CC,Foreign Used,2018,"KES 5,399,999"
Audi A5,Automatic,2000 CC,Foreign Used,2017,"KES 4,135,399"
Mercedes Benz GLE350D,Automatic,3000 CC,Foreign Used,2018,"KES 7,319,999"
Range Rover Sport,Automatic,5000 CC,Foreign Used,2018,"KES 17,899,999"
Peugeot  3008,Automatic,1600 CC,Foreign Used,2018,"KES 3,412,999"
Ferrari Carlifonia,Automatic,3900 CC,Foreign Used,2017,"KES 26,479,999"
Nissan Skyline,Automatic,2000 CC,Foreign Used,2018,"KES 2,459,999"
Mercedes Benz C200,Automatic,Kenyan Used,Kenyan Used,1996,"KES 549,999"
Subaru Impreza,Automatic,1500 CC,Kenyan Used,2008,"KES 779,999"
Toyota Fortuner,Automatic,2800 CC,Kenyan Used,2020,"KES 6,499,999"
Toyota Aqua,Automatic,1500 CC,Kenyan Used,2012,"KES 749,999"
Ford Ranger Wildtrack,Automatic,3200 CC,Foreign Used,2017,"KES 4,649,999"
Mercedes Benz AMG GLE 53,Automatic,3000 CC,Foreign Used,2023,"KES 25,153,140"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 2,669,999"
BMW X1,Automatic,2000 CC,Foreign Used,2018,"KES 2,989,318"
Porsche Cayenne GTS,Automatic,4000 CC,Foreign Used,2024,"KES 31,229,999"
Audi Q3,Automatic,1400 CC,Foreign Used,2017,"KES 3,341,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Kenyan Used,2016,"KES 4,949,999"
Mazda Premacy,Automatic,2000 CC,Kenyan Used,2006,"KES 579,999"
BMW X1,Automatic,1500 CC,Kenyan Used,2016,"KES 2,849,999"
Toyota Axio,Automatic,1500 CC,Foreign Used,2016,"KES 2,099,999"
Toyota Hilux,Manual,2500 CC,Kenyan Used,2016,"KES 4,499,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2018,"KES 3,799,999"
Porsche Cayenne,Automatic,3600 CC,Foreign Used,2018,"KES 8,499,999"
Mercedes-Benz C200,Automatic,2000 CC,Kenyan Used,2014,"KES 3,149,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2017,"KES 1,169,999"
Toyota Wish,Automatic,1800 CC,Kenyan Used,2005,"KES 649,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2016,"KES 1,099,999"
Volvo XC60 T6 AWD,Automatic,2000 CC,Kenyan Used,2015,"KES 3,199,999"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2017,"KES 4,499,999"
Toyota Harrier,Automatic,2400 CC,Kenyan Used,2011,"KES 1,849,999"
Toyota Landcruiser Prado TX,Automatic,2700 CC,Kenyan Used,2006,"KES 1,999,999"
Subaru XV,Automatic,2000 CC,Kenyan Used,2015,"KES 1,979,999"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2017,"KES 4,449,999"
Toyota Fielder,Automatic,1500 CC,Kenyan Used,2015,"KES 1,499,999"
BMW X5,Automatic,3000 CC,Kenyan Used,2010,"KES 2,249,999"
Subaru Legacy,Automatic,2500 CC,Kenyan Used,2012,"KES 1,349,999"
Toyota Premio,Automatic,1800 CC,Foreign Used,2017,"KES 2,299,999"
Mitsubishi ASX,Automatic,2000 CC,Kenyan Used,2018,"KES 1,599,999"
Audi A3,Automatic,1400 CC,Foreign Used,2017,"KES 2,349,999"
Subaru Forester,Automatic,2500 CC,Foreign Used,2018,"KES 3,999,999"
Volvo XC60,Automatic,2000 CC,Foreign Used,2017,"KES 3,999,999"
Nissan Bluebird,Automatic,1800 CC,Kenyan Used,2001,"KES 449,999"
Toyota Crown,Automatic,2500 CC,Kenyan Used,2009,"KES 1,149,999"
Toyota Axio,Automatic,1500 CC,Foreign Used,2017,"KES 1,779,999"
Mazda Axela,Automatic,2200 CC,Foreign Used,2017,"KES 2,099,999"
Mazda Demio,Automatic,1300 CC,Foreign Used,2017,"KES 1,379,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2012,"KES 649,999"
Mercedes Benz GLC 220d,Automatic,2140 CC,Foreign Used,2017,"KES 6,090,800"
Mercedes Benz G350d,Automatic,3000 CC,Foreign Used,2017,"KES 11,350,150"
Mercedes Benz S400,Automatic,3000 CC,Foreign Used,2017,"KES 7,571,900"
Volkswagen Golf GTI,Automatic,2000 CC,Foreign Used,2017,"KES 3,037,000"
Volkswagen Golf R,Automatic,2000 CC,Foreign Used,2017,"KES 4,399,999"
Audi A5,Automatic,2000 CC,Foreign Used,2017,"KES 4,088,000"
Audi A7,Automatic,2000 CC,Foreign Used,2017,"KES 4,220,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 4,765,000"
Volkswagen Golf R,Automatic,2000 CC,Foreign Used,2017,"KES 3,696,000"
Lexus LX570,Automatic,5700 CC,Foreign Used,2017,"KES 12,755,000"
Volkswagen Golf GTI,Automatic,2000 CC,Kenyan Used,2015,"KES 2,049,999"
Jeep Wrangler,Automatic,3600 CC,Foreign Used,2017,"KES 7,799,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2012,"KES 1,549,999"
Toyota Wish,Automatic,1800 CC,Kenyan Used,2017,"KES 1,949,999"
Mitsubishi Lancer,Automatic,1600 CC,Kenyan Used,2017,"KES 1,839,999"
Mazda Axela,Automatic,2000 CC,Kenyan Used,2015,"KES 1,699,999"
Volvo V40,Automatic,1600 CC,Kenyan Used,2016,"KES 1,649,999"
Subaru Impreza,Automatic,2000 CC,Kenyan Used,2015,"KES 1,449,999"
Subaru Legacy,Automatic,2500 CC,Kenyan Used,2012,"KES 1,229,999"
Volkswagen Touareg,Automatic,3600 CC,Kenyan Used,2007,"KES 1,299,999"
Toyota Aqua,Automatic,1500 CC,Foreign Used,2016,"KES 1,599,999"
Volkswagen Golf TSI,Automatic,1200 CC,Kenyan Used,2009,"KES 839,999"
Mazda Atenza,Automatic,2200 CC,Kenyan Used,2016,"KES 1,999,999"
Audi SQ5,Automatic,3000 CC,Kenyan Used,2015,"KES 4,849,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2012,"KES 1,539,999"
BMW X3,Automatic,2000 CC,Kenyan Used,2017,"KES 3,699,999"
Toyota Fortuner,Automatic,3000 CC,Kenyan Used,2013,"KES 2,799,999"
Toyota Hilux Surf,Automatic,3000 CC,Kenyan Used,1997,"KES 1,449,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2009,"KES 1,179,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2009,"KES 789,999"
Toyota RAV4,Automatic,2400 CC,Foreign Used,2016,"KES 3,549,999"
Volkswagen Passat,Automatic,1400 CC,Foreign Used,2016,"KES 2,679,999"
Toyota Landcruiser ZX,Automatic,4600 CC,Foreign Used,2017,"KES 12,299,999"
Volkswagen Tiguan,Automatic,1400 CC,Foreign Used,2017,"KES 4,349,999"
Mercedes Benz E400,Automatic,3000 CC,Foreign Used,2019,"KES 8,999,999"
Mercedes Benz S350,Automatic,3500 CC,Kenyan Used,2010,"KES 3,599,999"
Landrover Discovery Sport,Automatic,2000 CC,Foreign Used,2016,"KES 6,199,999"
Audi Q3,Automatic,1400 CC,Kenyan Used,2016,"KES 2,799,999"
Mini cooper,Automatic,2000 CC,Foreign Used,2017,"KES 4,349,999"
Mercedes Benz E220d,Automatic,2148 CC,Kenyan Used,2007,"KES 1,179,999"
Subaru Legacy,Automatic,2500 CC,Kenyan Used,2011,"KES 1,229,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2005,"KES 789,999"
Suzuki Swift,Automatic,1200 CC,Foreign Used,2017,"KES 1,249,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2016,"KES 2,599,999"
Suzuki Swift,Automatic,1200 CC,Foreign Used,2017,"KES 1,349,999"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,689,999"
Toyota Fielder,Automatic,1500 CC,Kenyan Used,2017,"KES 1,689,999"
Mercedes Benz C200,Automatic,1800 CC,Kenyan Used,2010,"KES 1,499,999"
Toyota Kluger,Automatic,3500 CC,Kenyan Used,2003,"KES 879,999"
Mercedes Benz C250,Automatic,2000 CC,Foreign Used,2017,"KES 4,649,999"
Audi A5,Automatic,2000 CC,Foreign Used,2017,"KES 4,449,999"
Jaguar XF,Automatic,2200 CC,Kenyan Used,2016,"KES 3,399,999"
BMW X4,Automatic,2000 CC,Foreign Used,2016,"KES 5,099,999"
Landrover Discovery V,Automatic,3000 CC,Foreign Used,2017,"KES 9,499,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2012,"KES 689,999"
Toyota Auris,Automatic,1500 CC,Kenyan Used,2008,"KES 785,000"
Mazda Axela,Automatic,1500 CC,Kenyan Used,2011,"KES 619,999"
BMW X5,Automatic,3000 CC,Kenyan Used,2014,"KES 4,749,999"
Mitsubishi RVR,Automatic,1800 CC,Kenyan Used,2011,"KES 1,379,999"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,699,999"
Toyota Probox,Automatic,1500 CC,Kenyan Used,2019,"KES 1,449,999"
Toyota Landcruiser Prado TX,Automatic,2700 CC,Kenyan Used,2007,"KES 2,199,999"
Mazda CX3,Automatic,2000 CC,Foreign Used,2017,"KES 2,649,999"
Volkswagen Tiguan,Automatic,2000 CC,Kenyan Used,2013,"KES 1,749,999"
BMW 530i,Automatic,2000 CC,Foreign Used,2017,"KES 4,599,999"
BMW 116i,Automatic,1600 CC,Kenyan Used,2014,"KES 1,299,999"
Volvo V60,Automatic,1600 CC,Kenyan Used,2015,"KES 1,699,999"
Nissan XTRAIL,Automatic,2000 CC,Foreign Used,2017,"KES 3,149,999"
Mercedes Benz A180,Automatic,1500 CC,Kenyan Used,2012,"KES 849,999"
Mazda Demio,Automatic,1300 CC,Foreign Used,2017,"KES 1,349,999"
Lexus RX450h,Automatic,3500 CC,Kenyan Used,2010,"KES 2,149,999"
Volkswagen Golf GLI,Automatic,1600 CC,Kenyan Used,1996,"KES 349,999"
Volkswagen Golf R,Automatic,2000 CC,Foreign Used,2017,"KES 3,649,999"
Nissan Juke,Automatic,1500 CC,Kenyan Used,2015,"KES 1,499,999"
Daihatsu Mira,Automatic,660 CC,Foreign Used,2017,"KES 849,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,349,999"
Mazda Axela,Automatic,2200 CC,Foreign Used,2017,"KES 2,399,999"
Mazda Atenza,Automatic,2000 CC,Foreign Used,2017,"KES 2,549,999"
Nissan Rich,Manual,2400 CC,Kenyan Used,2015,"KES 1,699,999"
Volkswagen Tiguan,Automatic,2000 CC,Kenyan Used,2020,"KES 3,549,999"
Suzuki GSX,Manual,750 CC,Kenyan Used,2007,"KES 849,999"
Landrover Defender 110,Automatic,3000 CC,Foreign Used,2024,"KES 22,999,999"
BMW 523i,Automatic,2000 CC,Kenyan Used,2011,"KES 1,649,999"
Subaru Impreza G4,Automatic,2000 CC,Kenyan Used,2017,"KES 1,849,999"
Mazda 6,Automatic,2000 CC,Kenyan Used,2014,"KES 1,999,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2019,"KES 3,649,999"
Volkswagen Tiguan,Automatic,2000 CC,Kenyan Used,2016,"KES 3,249,999"
Mercedes Benz E250,Automatic,2000 CC,Kenyan Used,2014,"KES 3,349,999"
BMW 118i,Automatic,1500 CC,Foreign Used,2017,"KES 2,349,999"
Volkswagen Passat,Automatic,2000 CC,Kenyan Used,2006,"KES 699,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2013,"KES 2,299,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2007,"KES 969,999"
Mazda Demio,Automatic,1300 CC,Foreign Used,2017,"KES 1,419,999"
Mazda Demio,Automatic,1500 CC,Foreign Used,2017,"KES 1,449,999"
Toyota Noah,Automatic,2000 CC,Foreign Used,2017,"KES 2,849,999"
Ford Ranger,Automatic,3200 CC,Kenyan Used,2017,"KES 4,599,999"
Honda Fit Shuttle,Automatic,1500 CC,Foreign Used,2017,"KES 1,649,999"
Audi A4,Automatic,2000 CC,Kenyan Used,2013,"KES 1,549,999"
Nissan AD VAN,Automatic,1500 CC,Kenyan Used,2013,"KES 489,999"
Mazda CX3,Automatic,1500 CC,Kenyan Used,2014,"KES 1,489,999"
Nissan XTRAIL,Automatic,2000 CC,Kenyan Used,2015,"KES 1,849,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2016,"KES 1,279,999"
Honda Fit,Automatic,1300 CC,Foreign Used,2017,"KES 1,549,999"
Honda Vezel,Automatic,1500 CC,Kenyan Used,2016,"KES 2,549,999"
Ford Ranger,Automatic,3200 CC,Kenyan Used,2014,"KES 3,299,999"
Mazda Atenza,Automatic,2200 CC,Foreign Used,2017,"KES 2,599,999"
Toyota Harrier,Automatic,2000 CC,Kenyan Used,2017,"KES 3,949,999"
Audi Q3,Automatic,1400 CC,Foreign Used,2017,"KES 3,499,999"
Toyota Hiace,Automatic,3000 CC,Kenyan Used,2016,"KES 3,299,999"
Subaru Impreza,Automatic,1600 CC,Kenyan Used,2014,"KES 1,099,999"
Toyota Hilux,Manual,2400 CC,Kenyan Used,2016,"KES 3,199,999"
Audi S3,Automatic,2000 CC,Foreign Used,2017,"KES 3,449,999"
Mitsubishi Triton,Automatic,2500 CC,Foreign Used,2019,"KES 5,599,999"
Smart Forfour,Automatic,900 CC,Kenyan Used,2015,"KES 1,749,999"
Jeep Renegade,Automatic,1400 CC,Foreign Used,2017,"KES 2,099,999"
Toyota Fielder,Automatic,1500 CC,Kenyan Used,2015,"KES 1,399,999"
Nissan Wingroad,Automatic,1500 CC,Kenyan Used,2012,"KES 679,999"
Mercedes Benz CLA 250,Automatic,2000 CC,Kenyan Used,2014,"KES 2,299,999"
Nissan Note,Automatic,1200 CC,Foreign Used,2017,"KES 1,499,999"
Toyota Wish,Automatic,1800 CC,Kenyan Used,2011,"KES 1,049,999"
Mercedes Benz E250,Automatic,1800 CC,Kenyan Used,2013,"KES 3,099,999"
Ford Ranger,Automatic,3200 CC,Foreign Used,2017,"KES 4,649,999"
Range Rover Sport,Automatic,3000 CC,Kenyan Used,2013,"KES 5,249,999"
Toyota Harrier,Automatic,2000 CC,Kenyan Used,2014,"KES 2,499,999"
Peugeot 308,Automatic,1200 CC,Foreign Used,2016,"KES 1,599,999"
Honda Fit,Automatic,1500 CC,Kenyan Used,2014,"KES 1,059,999"
Toyota Hiace,Automatic,3000 CC,Kenyan Used,2010,"KES 999,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 4,649,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2017,"KES 6,599,999"
Mazda CX8,Automatic,2200 CC,Foreign Used,2018,"KES 3,949,999"
Peugeot 208,Automatic,1200 CC,Foreign Used,2016,"KES 1,379,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2016,"KES 2,549,999"
Volkswagen Golf TSI,Automatic,1400 CC,Foreign Used,2017,"KES 2,449,999"
Peugeot 2008,Automatic,1200 CC,Foreign Used,2018,"KES 2,099,999"
BMW 523i,Automatic,2000 CC,Kenyan Used,2013,"KES 1,599,999"
Toyota Fortuner,Automatic,2800 CC,Foreign Used,2017,"KES 6,799,999"
Mercedes Benz C200,Automatic,1800 CC,Kenyan Used,2012,"KES 2,199,999"
Suzuki Escudo,Automatic,1600 CC,Foreign Used,2016,"KES 2,349,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2013,"KES 1,549,999"
Mazda Demio,Automatic,1300 CC,Foreign Used,2016,"KES 1,299,999"
BMW 320i,Manual,2000 CC,Kenyan Used,2005,"KES 749,999"
Volkswagen Touareg,Automatic,3600 CC,Kenyan Used,2013,"KES 4,249,999"
Jaguar F PACE,Automatic,2000 CC,Foreign Used,2018,"KES 6,999,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2018,"KES 3,449,999"
Toyota Sienta,Automatic,1500 CC,Kenyan Used,2017,"KES 1,699,999"
Range Rover Vogue,Automatic,3000 CC,Foreign Used,2016,"KES 9,999,999"
BMW X6,Automatic,3000 CC,Kenyan Used,2017,"KES 7,099,999"
Porsche Cayenne,Automatic,3600 CC,Kenyan Used,2009,"KES 2,199,999"
Nissan Sunny,Automatic,1500 CC,Kenyan Used,1997,"KES 299,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 5,499,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2016,"KES 4,949,999"
Audi A3,Automatic,1400 CC,Foreign Used,2017,"KES 2,399,999"
Nissan NV 250,Automatic,1600 CC,Kenyan Used,2014,"KES 989,999"
Porsche Cayenne,Automatic,3000 CC,Foreign Used,2016,"KES 8,499,999"
Toyota Voxy,Automatic,2000 CC,Kenyan Used,2011,"KES 1,229,999"
Nissan Juke,Automatic,1500 CC,Kenyan Used,2015,"KES 1,279,999"
Volvo V40,Automatic,1600 CC,Kenyan Used,2014,"KES 1,349,999"
Mercedes Benz C200,Automatic,1800 CC,Kenyan Used,2008,"KES 1,349,999"
Volvo S60,Automatic,2000 CC,Foreign Used,2018,"KES 2,499,999"
Lexus RX300,Automatic,3000 CC,Kenyan Used,2006,"KES 849,999"
Mercedes Benz E200,Automatic,2000 CC,Kenyan Used,2016,"KES 4,699,999"
Subaru XV,Automatic,2000 CC,Foreign Used,2016,"KES 2,499,999"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2017,"KES 3,899,999"
BMW 118i,Automatic,1500 CC,Kenyan Used,2016,"KES 1,899,999"
Volvo XC60,Automatic,2000 CC,Foreign Used,2019,"KES 5,949,999"
Toyota Aqua,Automatic,1500 CC,Foreign Used,2017,"KES 1,549,999"
Mercedes Benz GLE 350d,Automatic,3000 CC,Foreign Used,2017,"KES 11,499,999"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2016,"KES 1,479,999"
Subaru Impreza,Automatic,2000 CC,Kenyan Used,2013,"KES 1,099,999"
Audi A4,Automatic,2000 CC,Kenyan Used,2013,"KES 1,749,999"
Honda Odyssey,Automatic,2400 CC,Kenyan Used,2009,"KES 969,999"
Mercedes Benz E200,Automatic,2000 CC,Kenyan Used,2016,"KES 4,899,999"
Volkswagen Polo,Automatic,1200 CC,Kenyan Used,2012,"KES 819,999"
Lexus RX450H,Automatic,3500 CC,Foreign Used,2017,"KES 6,999,999"
Volkswagen Golf GTI,Automatic,2000 CC,Foreign Used,2017,"KES 3,099,999"
Toyota Crown,Automatic,2500 CC,Kenyan Used,2014,"KES 1,999,999"
Range Rover Vogue,Automatic,3000 CC,Foreign Used,2019,"KES 16,999,999"
Volkswagen Arteon,Automatic,2000 CC,Foreign Used,2017,"KES 4,849,999"
Nissan DAYZ,Automatic,660 CC,Foreign Used,2017,"KES 829,999"
Mazda Atenza,Automatic,2000 CC,Foreign Used,2016,"KES 2,599,999"
Toyota Auris,Automatic,1500 CC,Kenyan Used,2012,"KES 1,149,999"
Toyota Axio,Automatic,1500 CC,Foreign Used,2017,"KES 1,999,999"
Nissan Lafesta,Automatic,2000 CC,Kenyan Used,2014,"KES 949,999"
KIA Sportage,Automatic,2000 CC,Kenyan Used,2007,"KES 979,999"
Nissan Fuga,Automatic,2500 CC,Kenyan Used,2011,"KES 1,249,999"
Nissan XTRAIL,Automatic,2000 CC,Foreign Used,2016,"KES 2,399,999"
Toyota Vitz,Automatic,1000 CC,Kenyan Used,2009,"KES 595,000"
Subaru WRX S4,Automatic,2000 CC,Kenyan Used,2014,"KES 2,399,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2015,"KES 3,599,999"
Ford Ranger,Automatic,2200 CC,Kenyan Used,2016,"KES 4,299,999"
Nissan XTRAIL,Automatic,2000 CC,Kenyan Used,2016,"KES 2,349,999"
Toyota Hiace,Automatic,2700 CC,Kenyan Used,2016,"KES 2,449,999"
Toyota Harrier,Automatic,2000 CC,Kenyan Used,2014,"KES 2,949,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2015,"KES 3,549,999"
Mercedes Benz GLE,Automatic,3000 CC,Foreign Used,2017,"KES 9,499,999"
Toyota Landcruiser Prado,Automatic,2700 CC,Kenyan Used,2017,"KES 4,999,999"
Range Rover Vogue,Automatic,3000 CC,Kenyan Used,2013,"KES 9,899,999"
Toyota Landcruiser Prado VX,Automatic,3000 CC,Kenyan Used,2015,"KES 6,299,999"
Mercedes Benz E250,Automatic,1800 CC,Kenyan Used,2011,"KES 2,499,999"
Mazda Demio,Automatic,1500 CC,Foreign Used,2017,"KES 1,429,999"
Honda Fit,Automatic,1300 CC,Kenyan Used,2008,"KES 579,000"
Mitsubishi Outlander,Automatic,2000 CC,Kenyan Used,2015,"KES 2,499,999"
Nissan NV100 Clipper,Automatic,660 CC,Kenyan Used,2015,"KES 599,999"
Volkswagen Passat CC,Automatic,1800 CC,Kenyan Used,2013,"KES 999,999"
Nissan Note E Power,Automatic,1200 CC,Foreign Used,2017,"KES 1,329,999"
Subaru Legacy,Automatic,2000 CC,Kenyan Used,2005,"KES 719,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2013,"KES 2,499,999"
Mercedes Benz Viano,Automatic,2143 CC,Kenyan Used,2013,"KES 2,949,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,599,999"
Porsche Cayenne,Automatic,3600 CC,Kenyan Used,2009,"KES 1,899,999"
