Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price
Volkswagen Tiguan,Automatic,1400 CC,Foreign Used,2017,"KES 3,530,000"
Toyota FJ Cruiser,Automatic,4000 CC,Foreign Used,2017,"KES 4,695,000"
Bentley Bentayga,Automatic,6000 CC,Foreign Used,2018,"KES 21,674,000"
Volkswagen Touareg,Automatic,3000 CC,Foreign Used,2023,"KES 16,400,000"
Volkswagen Touareg,Automatic,3000 CC,Foreign Used,2023,"KES 14,300,000"
Toyota Starlet,Automatic,1400 CC,Kenyan Used,2021,"KES 2,399,999"
Porsche Cayenne,Automatic,3000 CC,Kenyan Used,2015,"KES 5,999,999"
Mazda CX5,Automatic,2200 CC,Kenyan Used,2014,"KES 1,599,999"
Toyota IST,Automatic,1300 CC,Kenyan Used,2003,"KES 499,999"
BMW 116i,Automatic,1600 CC,Kenyan Used,2014,"KES 1,349,999"
Toyota Landcruiser Prado,Automatic,3000 CC,Kenyan Used,2008,"KES 2,679,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2012,"KES 689,999"
Nissan Xtrail,Automatic,2000 CC,Kenyan Used,2014,"KES 1,849,999"
BMW X1,Automatic,2000 CC,Kenyan Used,2014,"KES 1,799,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2013,"KES 1,349,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2015,"KES 3,899,999"
Nissan Xtrail,Automatic,2000 CC,Kenyan Used,2015,"KES 1,899,999"
Honda Vezel,Automatic,1500 CC,Kenyan Used,2015,"KES 1,949,999"
Mercedes Benz S400,Automatic,3000 CC,Foreign Used,2017,"KES 7,399,900"
Nissan Note,Manual,1600 CC,Foreign Used,2017,"KES 1,569,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2019,"KES 6,450,000"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,690,000"
Mercedes Benz C180,Automatic,1600 CC,Foreign Used,2017,"KES 4,544,953"
Mercedes Benz C180,Automatic,1600 CC,Foreign Used,2018,"KES 4,450,000"
Range Rover Sport,Automatic,5000 CC,Foreign Used,2017,"KES 13,891,979"
Audi Q5,Automatic,2000 CC,Foreign Used,2020,"KES 8,078,045"
Audi Q5,Automatic,2000 CC,Foreign Used,2019,"KES 6,765,000"
Jeep Wrangler,Automatic,2200 CC,Foreign Used,2021,"KES 8,747,500"
Toyota Landcruiser Prado,Automatic,2800 CC,Foreign Used,2019,"KES 8,999,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2019,"KES 3,883,000"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,487,000"
Mitsubishi Outlander,Automatic,2000 CC,Foreign Used,2017,"KES 3,485,000"
Mercedes Benz A180,Automatic,1600 CC,Foreign Used,2017,"KES 2,599,999"
Lexus LS300h,Automatic,2500 CC,Foreign Used,2017,"KES 3,978,000"
Honda CRV,Automatic,2000 CC,Foreign Used,2018,"KES 4,070,000"
Honda CRV,Automatic,2000 CC,Foreign Used,2018,"KES 3,980,000"
Suzuki Escudo,Automatic,1400 CC,Foreign Used,2017,"KES 2,980,000"
Mazda CX5,Automatic,2500 CC,Foreign Used,2018,"KES 3,470,500"
BMW 320i,Automatic,2000 CC,Foreign Used,2017,"KES 2,820,000"
Volkswagen Arteon,Automatic,2000 CC,Foreign Used,2017,"KES 4,486,000"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,694,000"
Mazda Axela,Automatic,1500 CC,Foreign Used,2017,"KES 2,311,000"
Toyota Landcruiser ZX,Automatic,4600 CC,Kenyan Used,2011,"KES 4,599,999"
Nissan Xtrail,Automatic,2000 CC,Kenyan Used,2005,"KES 749,999"
Mercedes Benz E300,Automatic,2000 CC,Foreign Used,2017,"KES 5,740,000"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2010,"KES 799,999"
Mazda CX5,Automatic,2500 CC,Foreign Used,2017,"KES 3,345,500"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2012,"KES 749,999"
Mazda CX5,Automatic,2200 CC,Kenyan Used,2013,"KES 1,699,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2011,"KES 1,849,999"
Toyota Vitz,Automatic,1300 CC,Kenyan Used,2016,"KES 1,239,999"
Mazda Demio,Automatic,1500 CC,Foreign Used,2018,"KES 1,450,000"
Volvo V40,Automatic,1600 CC,Kenyan Used,2014,"KES 1,399,999"
Peugeot 2008,Automatic,1200 CC,Foreign Used,2018,"KES 2,149,999"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2016,"KES 4,299,999"
Mercedes Benz GLS 400d,Automatic,2900 CC,Foreign Used,2020,"KES 16,264,500"
Toyota Hilux,Manual,2800 CC,Foreign Used,2018,"KES 6,699,999"
Audi A4,Automatic,2000 CC,Kenyan Used,2015,"KES 2,099,999"
BMW X7,Automatic,4400 CC,Foreign Used,2020,"KES 15,940,000"
BMW X7,Automatic,4400 CC,Foreign Used,2020,"KES 14,880,000"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2018,"KES 13,333,333"
LEXUS LX 570,Automatic,5700 CC,Foreign Used,2017,"KES 12,422,000"
Toyota Landcruiser,Automatic,4000 CC,Foreign Used,2017,"KES 9,659,000"
Audi Q7,Automatic,3000 CC,Foreign Used,2017,"KES 6,780,000"
Mercedes Benz GLE 350d,Automatic,3000 CC,Foreign Used,2017,"KES 6,499,000"
Lexus RX450h,Automatic,3500 CC,Foreign Used,2017,"KES 6,678,000"
Porsche Macan,Automatic,2000 CC,Foreign Used,2017,"KES 6,854,000"
Toyota Crown,Automatic,2000 CC,Foreign Used,2018,"KES 4,860,600"
Peugeot 3008,Automatic,1600 CC,Foreign Used,2017,"KES 3,499,000"
Mercedes Benz E200,Automatic,2000 CC,Kenyan Used,2000,"KES 699,999"
Subaru XV,Automatic,2000 CC,Foreign Used,2017,"KES 2,392,000"
Volkswagen Golf,Automatic,1400 CC,Foreign Used,2018,"KES 2,412,000"
Mercedes Benz B180,Automatic,1600 CC,Kenyan Used,2014,"KES 1,399,999"
BMW 118d,Automatic,2000 CC,Foreign Used,2017,"KES 2,393,000"
Landrover Discovery IV,Automatic,3000 CC,Kenyan Used,2010,"KES 3,099,999"
Peugeot 2008,Automatic,1200 CC,Foreign Used,2017,"KES 2,099,999"
Peugeot 308,Automatic,1200 CC,Foreign Used,2017,"KES 1,770,000"
Honda Fit,Automatic,1500 CC,Foreign Used,2017,"KES 1,533,000"
Toyota Vitz,Automatic,1000 CC,Foreign Used,2017,"KES 1,292,000"
Audi TT RS,Automatic,2500 CC,Foreign Used,2017,"KES 6,880,000"
Nissan GTR,Automatic,3800 CC,Foreign Used,2017,"KES 14,550,000"
Volkswagen Touareg,Automatic,3000 CC,Foreign Used,2019,"KES 8,321,000"
Audi A8,Automatic,4000 CC,Foreign Used,2017,"KES 5,684,000"
Volkswagen Tiguan,Automatic,1400 CC,Foreign Used,2017,"KES 3,830,000"
Mercedes Benz GLE350d,Automatic,3000 CC,Foreign Used,2017,"KES 8,499,999"
Porsche Cayenne S,Automatic,2900 CC,Kenyan Used,2019,"KES 12,999,999"
Nissan Tiida,Automatic,1500 CC,Kenyan Used,2012,"KES 719,999"
Toyota Prius,Automatic,1800 CC,Foreign Used,2017,"KES 2,378,000"
Nissan Juke,Automatic,1500 CC,Foreign Used,2016,"KES 1,849,999"
Mitsubishi Outlander,Automatic,2400 CC,Foreign Used,2016,"KES 3,299,999"
Mazda CX5,Automatic,2200 CC,Kenyan Used,2013,"KES 1,599,999"
Nissan Xtrail,Automatic,2500 CC,Kenyan Used,2006,"KES 729,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2018,"KES 6,460,000"
Toyota Hiace,Automatic,3000 CC,Foreign Used,2017,"KES 5,670,000"
Audi S3,Automatic,2000 CC,Foreign Used,2017,"KES 4,410,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 4,450,000"
Subaru Outback,Automatic,2500 CC,Foreign Used,2017,"KES 3,154,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2022,"KES 10,791,946"
Audi SQ5,Automatic,3000 CC,Foreign Used,2022,"KES 11,121,946"
Audi SQ5,Automatic,3000 CC,Foreign Used,2022,"KES 10,241,946"
Volkswagen Golf TSI,Automatic,1400 CC,Kenyan Used,2012,"KES 999,999"
Mercedes Benz E250,Automatic,2000 CC,Kenyan Used,2012,"KES 2,199,999"
Mercedes Benz E400,Automatic,3000 CC,Kenyan Used,2017,"KES 5,999,999"
Audi A7,Automatic,2000 CC,Foreign Used,2018,"KES 4,530,000"
BMW 523i,Automatic,2000 CC,Foreign Used,2017,"KES 3,380,000"
Suzuki Ignis,Automatic,1200 CC,Kenyan Used,2016,"KES 1,279,999"
BMW X4,Automatic,3000 CC,Foreign Used,2018,"KES 8,362,000"
Volkswagen Arteon,Automatic,2000 CC,Foreign Used,2018,"KES 4,480,000"
Audi A3,Automatic,1400 CC,Foreign Used,2017,"KES 2,499,999"
Toyota Surf,Automatic,2700 CC,Kenyan Used,2009,"KES 1,999,999"
Audi A6,Automatic,2000 CC,Foreign Used,2017,"KES 3,250,400"
Toyota CHR,Automatic,1800 CC,Foreign Used,2017,"KES 3,286,000"
Mercedes Benz GLE 400d,Automatic,2900 CC,Foreign Used,2020,"KES 17,503,600"
Toyota Mark X,Automatic,2500 CC,Foreign Used,2017,"KES 2,345,000"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2017,"KES 5,892,000"
Ford Ranger,Automatic,3000 CC,Foreign Used,2024,"KES 16,439,000"
BMW X6,Automatic,3000 CC,Kenyan Used,2008,"KES 2,499,999"
Audi A7,Automatic,2000 CC,Foreign Used,2017,"KES 4,449,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2014,"KES 2,899,999"
Volvo XC90,Automatic,2000 CC,Foreign Used,2019,"KES 8,750,000"
Mercedes Benz GLE 350d,Automatic,3000 CC,Foreign Used,2017,"KES 7,548,000"
Mercedes Benz GLE 350d,Automatic,3000 CC,Foreign Used,2017,"KES 7,068,000"
Volvo S90,Automatic,2000 CC,Foreign Used,2017,"KES 4,289,000"
Mercedes Benz GLE 63s,Automatic,5500 CC,Foreign Used,2019,"KES 16,860,000"
Mercedes Benz GLC 63s,Automatic,4000 CC,Foreign Used,2019,"KES 12,680,000"
Mercedes Benz GLE 63s,Automatic,4000 CC,Foreign Used,2021,"KES 23,550,000"
Mercedes Benz GLS350d,Automatic,3000 CC,Foreign Used,2017,"KES 8,200,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2019,"KES 6,605,000"
Toyota FJ Cruiser,Automatic,4000 CC,Foreign Used,2017,"KES 4,720,000"
Volkswagen Bettle,Automatic,1200 CC,Foreign Used,2017,"KES 1,745,000"
Volkswagen Golf GTI,Automatic,2000 CC,Foreign Used,2017,"KES 3,510,000"
Volvo XC90,Automatic,2000 CC,Foreign Used,2019,"KES 6,875,000"
Volvo V60,Automatic,2000 CC,Foreign Used,2018,"KES 3,799,999"
Volvo V40,Automatic,2000 CC,Foreign Used,2017,"KES 2,999,999"
Volkswagen Golf TSI,Automatic,1200 CC,Foreign Used,2018,"KES 1,999,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2018,"KES 5,234,000"
Mercedes Benz GLE350d,Automatic,3000 CC,Foreign Used,2017,"KES 8,499,999"
Mercedes-Benz S550,Automatic,4700 CC,Kenyan Used,2016,"KES 8,499,999"
Mazda CX3,Automatic,2000 CC,Foreign Used,2018,"KES 2,483,000"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2017,"KES 3,693,000"
Mazda CX30D,Automatic,1800 CC,Foreign Used,2017,"KES 3,599,000"
Subaru Outback,Automatic,2500 CC,Foreign Used,2018,"KES 3,780,000"
Toyota Auris,Automatic,1500 CC,Foreign Used,2018,"KES 1,980,000"
Porsche Cayenne Turbo,Automatic,4000 CC,Foreign Used,2018,"KES 15,131,256"
Porsche Cayenne,Automatic,3600 CC,Foreign Used,2018,"KES 7,285,482"
Porsche Cayenne S,Automatic,2900 CC,Foreign Used,2017,"KES 10,057,532"
Hyundai Tucson,Automatic,1600 CC,Foreign Used,2022,"KES 7,400,000"
Honda CRV,Automatic,2400 CC,Kenyan Used,2008,"KES 1,499,999"
Honda Jade,Automatic,1800 CC,Kenyan Used,2016,"KES 2,049,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2014,"KES 849,999"
Volkswagen Golf Variant,Automatic,1400 CC,Foreign Used,2017,"KES 2,299,999"
BMW 320i,Automatic,2000 CC,Kenyan Used,2008,"KES 899,999"
Honda Fit,Automatic,1300 CC,Kenyan Used,2014,"KES 1,049,999"
Subaru Impreza,Automatic,2000 CC,Kenyan Used,2008,"KES 899,999"
Mazda Axela,Automatic,1500 CC,Kenyan Used,2016,"KES 1,749,999"
Suzuki Alto,Automatic,660 CC,Kenyan Used,2016,"KES 849,999"
Jaguar F pace,Automatic,5000 CC,Foreign Used,2020,"KES 13,599,999"
Range Rover Velar,Automatic,2000 CC,Foreign Used,2020,"KES 10,099,999"
Range Rover Sport,Automatic,5000 CC,Foreign Used,2020,"KES 17,000,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2018,"KES 4,530,000"
Range Rover Sport,Automatic,5000 CC,Foreign Used,2020,"KES 19,650,000"
Landrover Defender 110,Automatic,2000 CC,Foreign Used,2020,"KES 14,500,000"
Porsche Cayenne,Automatic,3000 CC,Foreign Used,2020,"KES 13,799,999"
Porsche Cayenne,Automatic,3000 CC,Foreign Used,2019,"KES 8,288,817"
Mazda Atenza,Automatic,2200 CC,Foreign Used,2017,"KES 2,549,999"
Volkswagen Golf TSI,Automatic,1200 CC,Kenyan Used,2014,"KES 1,329,999"
Volvo XC60,Automatic,2000 CC,Kenyan Used,2011,"KES 1,999,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2016,"KES 1,099,999"
Suzuki Alto,Automatic,660 CC,Foreign Used,2017,"KES 880,000"
Daihatsu Mira,Automatic,660 CC,Foreign Used,2017,"KES 865,000"
Landrover Discovery Sport,Automatic,2000 CC,Foreign Used,2019,"KES 7,100,000"
Landrover Defender 110,Automatic,2000 CC,Foreign Used,2020,"KES 14,700,000"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2018,"KES 11,300,000"
Nissan Juke,Automatic,1500 CC,Foreign Used,2017,"KES 1,845,000"
Mitsubishi RVR,Automatic,1800 CC,Foreign Used,2017,"KES 2,600,000"
Nissan Serena,Automatic,2000 CC,Foreign Used,2019,"KES 2,350,000"
Nissan Sylphy,Automatic,1800 CC,Foreign Used,2017,"KES 1,900,000"
Toyota Landcruiser,Automatic,4500 CC,Foreign Used,2017,"KES 13,540,000"
Nissan Teana XL,Automatic,2500 CC,Foreign Used,2019,"KES 2,000,000"
Audi A4,Automatic,2000 CC,Foreign Used,2017,"KES 3,294,000"
Hyundai Santa Fe,Automatic,2200 CC,Foreign Used,2017,"KES 4,230,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2018,"KES 6,580,000"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2018,"KES 4,815,000"
Toyota Landcruiser 76 Series,Manual,4500 CC,Foreign Used,2017,"KES 8,498,100"
Mazda CX8,Automatic,2200 CC,Foreign Used,2017,"KES 3,718,000"
Mazda Demio,Automatic,1500 CC,Foreign Used,2017,"KES 1,289,000"
Nissan Xtrail,Automatic,2000 CC,Foreign Used,2017,"KES 2,586,080"
Mercedes Benz C63s,Automatic,4000 CC,Foreign Used,2017,"KES 11,465,000"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2007,"KES 699,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2018,"KES 5,500,000"
Subaru Forester,Automatic,2000 CC,Foreign Used,2019,"KES 4,899,999"
Lexus RX450h,Automatic,3500 CC,Foreign Used,2017,"KES 5,998,700"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2016,"KES 2,799,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2013,"KES 1,499,999"
Toyota Allion,Automatic,1800 CC,Kenyan Used,2014,"KES 1,379,999"
Toyota Probox,Automatic,1500 CC,Foreign Used,2018,"KES 1,595,000"
Toyota Probox,Automatic,1300 CC,Foreign Used,2018,"KES 1,399,999"
Mercedes Benz GLE 350d,Automatic,3000 CC,Foreign Used,2017,"KES 6,699,999"
Mercedes Benz CLA 180,Automatic,1600 CC,Foreign Used,2017,"KES 3,550,000"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2017,"KES 3,540,000"
Mercedes Benz GLA 180,Automatic,1600 CC,Foreign Used,2017,"KES 3,550,000"
Volvo S90,Automatic,2000 CC,Foreign Used,2017,"KES 4,250,000"
Audi S3,Automatic,2000 CC,Foreign Used,2017,"KES 4,271,000"
Mercedes Benz B180,Automatic,1600 CC,Foreign Used,2016,"KES 2,499,999"
Toyota Vellfire,Automatic,2500 CC,Foreign Used,2017,"KES 3,666,000"
Volkswagen Golf,Automatic,1400 CC,Foreign Used,2017,"KES 2,385,000"
Isuzu Dmax,Automatic,2000 CC,Foreign Used,2018,"KES 5,199,999"
Honda Fit,Automatic,1500 CC,Kenyan Used,2016,"KES 1,349,999"
Mazda Atenza,Automatic,2200 CC,Kenyan Used,2015,"KES 1,849,999"
Toyota Landcruiser Prado,Automatic,2700 CC,Kenyan Used,2008,"KES 2,549,999"
Subaru Outback,Automatic,2500 CC,Kenyan Used,2006,"KES 979,999"
Nissan Dayz,Automatic,660 CC,Kenyan Used,2016,"KES 839,999"
Subaru Forester XT,Automatic,2000 CC,Foreign Used,2017,"KES 3,585,000"
Audi RS6,Automatic,4000 CC,Foreign Used,2021,"KES 22,153,000"
Subaru Outback,Automatic,2500 CC,Foreign Used,2017,"KES 2,820,000"
Audi Q3,Automatic,2000 CC,Foreign Used,2017,"KES 3,480,000"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 2,978,000"
BMW X7,Automatic,4400 CC,Foreign Used,2020,"KES 14,230,000"
Lexus NX200t,Automatic,2000 CC,Foreign Used,2017,"KES 4,356,000"
Toyota Prado,Automatic,2700 CC,Foreign Used,2017,"KES 5,818,000"
Toyota Landcruiser,Foreign Used, ,Foreign Used,2017,"KES 10,450,000"
Subaru WRX S4,Automatic,2000 CC,Kenyan Used,2015,"KES 2,399,999"
Porsche Macan,Automatic,2000 CC,Foreign Used,2017,"KES 6,116,000"
Mazda CX5,Automatic,2500 CC,Foreign Used,2017,"KES 3,079,999"
Volkswagen Bettle,Automatic,1400 CC,Foreign Used,2017,"KES 2,346,000"
Volkswagen Tiguan,Automatic,1400 CC,Foreign Used,2018,"KES 3,780,000"
BMW X5,Automatic,3000 CC,Foreign Used,2019,"KES 9,298,000"
Mercedes Benz GLE 400d,Automatic,2900 CC,Foreign Used,2019,"KES 12,360,000"
Jaguar XF,Automatic,2000 CC,Foreign Used,2018,"KES 4,234,000"
Audi A5,Automatic,2000 CC,Foreign Used,2018,"KES 4,680,000"
Jaguar F type,Automatic,5000 CC,Foreign Used,2017,"KES 16,830,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 4,549,999"
Jaguar F pace,Automatic,5000 CC,Foreign Used,2018,"KES 13,500,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2018,"KES 4,646,000"
Landrover Discovery V,Automatic,3000 CC,Foreign Used,2018,"KES 9,387,000"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,650,000"
Lexus LX570,Automatic,5700 CC,Foreign Used,2017,"KES 12,963,000"
Subaru Forester,Automatic,2000 CC,Foreign Used,2017,"KES 3,545,000"
Honda Fit Shuttle,Automatic,1500 CC,Kenyan Used,2014,"KES 1,119,999"
Suzuki Escudo,Automatic,2000 CC,Kenyan Used,2012,"KES 1,149,999"
Mazda Axela,Automatic,1500 CC,Foreign Used,2017,"KES 1,929,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2017,"KES 2,349,999"
Toyota Aqua,Automatic,1500 CC,Foreign Used,2017,"KES 1,540,250"
Volvo V60,Automatic,1600 CC,Kenyan Used,2014,"KES 1,659,999"
Toyota Landcruiser,Automatic,3300 CC,Foreign Used,2024,"KES 24,870,000"
Toyota Prado,Automatic,2800 CC,Foreign Used,2024,"KES 22,500,000"
BMW X3,Automatic,2000 CC,Foreign Used,2021,"KES 6,425,205"
Toyota Vitz,Automatic,1300 CC,Kenyan Used,2012,"KES 749,999"
Nissan Note,Automatic,1500 CC,Kenyan Used,2011,"KES 669,999"
Audi A3,Automatic,1400 CC,Kenyan Used,2016,"KES 1,949,999"
Toyota Mark X,Automatic,2500 CC,Foreign Used,2016,"KES 2,899,999"
Toyota Hiace,Automatic,3000 CC,Kenyan Used,2015,"KES 3,149,999"
Toyota Allion,Automatic,1500 CC,Foreign Used,2017,"KES 2,449,999"
Subaru Outback,Automatic,2500 CC,Foreign Used,2018,"KES 3,920,000"
Lamborghini Urus,Automatic,4000 CC,Foreign Used,2023,"KES 69,500,000"
Mercedes Benz C220d,Automatic,2200 CC,Foreign Used,2017,"KES 3,449,999"
Lamborghini Urus,Automatic,4000 CC,Foreign Used,2018,"KES 39,800,000"
Toyota Wish,Automatic,1800 CC,Kenyan Used,2012,"KES 1,229,999"
Volkswagen Golf Variant,Automatic,1200 CC,Kenyan Used,2014,"KES 1,199,999"
Nissan Tiida,Automatic,1500 CC,Kenyan Used,2010,"KES 599,999"
Subaru Legacy,Automatic,2000 CC,Kenyan Used,2012,"KES 1,449,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2009,"KES 619,999"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2018,"KES 13,675,370"
Volkswagen Passat,Automatic,2000 CC,Foreign Used,2017,"KES 3,412,375"
Mercedes Benz G63,Automatic,4000 CC,Foreign Used,2019,"KES 27,025,093"
Porsche Cayenne,Automatic,3000 CC,Foreign Used,2019,"KES 9,144,540"
Range Rover Velar,Automatic,2000 CC,Foreign Used,2017,"KES 8,290,000"
Nissan Note,Automatic,1200 CC,Kenyan Used,2014,"KES 799,999"
Mercedes Benz GLE 63s,Automatic,4000 CC,Foreign Used,2021,"KES 23,630,000"
BMW M5,Automatic,4400 CC,Foreign Used,2018,"KES 11,845,692"
Mazda Atenza,Automatic,2200 CC,Foreign Used,2017,"KES 1,999,999"
Range Rover Sport,Automatic,3000 CC,Kenyan Used,2016,"KES 7,549,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2016,"KES 2,699,999"
Mercedes Benz C200,Automatic,1800 CC,Kenyan Used,2007,"KES 849,999"
Mercedes Benz C250,Automatic,2500 CC,Kenyan Used,2009,"KES 1,349,999"
Mercedes Benz S300h,Automatic,2200 CC,Foreign Used,2017,"KES 6,572,000"
Mercedes Benz G350,Automatic,3000 CC,Foreign Used,2018,"KES 13,300,000"
Toyota Auris,Automatic,1800 CC,Foreign Used,2018,"KES 2,150,000"
Mercedes Benz G63,Automatic,4000 CC,Foreign Used,2019,"KES 32,980,211"
Mazda CX3,Automatic,1500 CC,Foreign Used,2017,"KES 2,372,000"
Toyota Hilux,Automatic,2400 CC,Foreign Used,2018,"KES 5,200,000"
Toyota Hilux,Automatic,2400 CC,Foreign Used,2017,"KES 5,000,000"
Toyota Hiace,Automatic,2000 CC,Foreign Used,2018,"KES 3,300,000"
Volvo XC90,Automatic,2000 CC,Foreign Used,2017,"KES 6,560,000"
Toyota Mark X,Automatic,2500 CC,Foreign Used,2017,"KES 2,556,000"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2010,"KES 629,999"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2017,"KES 3,799,999"
Nissan Wingroad,Automatic,1500 CC,Kenyan Used,2005,"KES 579,999"
Audi A6,Automatic,3000 CC,Foreign Used,2017,"KES 6,967,113"
Mercedes Benz S300h,Automatic,2143 CC,Foreign Used,2017,"KES 6,682,000"
Mercedes Benz E250,Automatic,1800 CC,Kenyan Used,2012,"KES 2,399,999"
Toyota Passo Sette,Automatic,1800 CC,Kenyan Used,2008,"KES 699,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2007,"KES 829,999"
Range Rover Vogue,Automatic,3000 CC,Kenyan Used,2014,"KES 9,599,999"
Toyota Vanguard,Automatic,2400 CC,Kenyan Used,2013,"KES 1,499,999"
Subaru Levorg,Automatic,1600 CC,Kenyan Used,2014,"KES 1,569,999"
Toyota Rav4,Automatic,2000 CC,Foreign Used,2019,"KES 5,490,000"
Audi Q7,Automatic,2000 CC,Foreign Used,2018,"KES 6,200,000"
Mercedes Benz GLC250,Automatic,2000 CC,Foreign Used,2018,"KES 5,800,000"
Subaru Outback,Automatic,2500 CC,Foreign Used,2019,"KES 4,300,000"
Mercedes Benz GLC 220d,Automatic,2140 CC,Foreign Used,2019,"KES 6,411,000"
Mercedes Benz C180,Automatic,1600 CC,Foreign Used,2019,"KES 4,700,000"
Mercedes Benz C43,Automatic,3000 CC,Foreign Used,2019,"KES 8,950,000"
BMW X5,Automatic,3000 CC,Foreign Used,2019,"KES 9,499,000"
Mercedes Benz B180,Automatic,1600 CC,Foreign Used,2017,"KES 2,160,000"
Nissan Fuga,Automatic,2500 CC,Kenyan Used,2010,"KES 899,999"
Toyota Ractis,Automatic,1300 CC,Kenyan Used,2008,"KES 629,999"
Honda Fit,Automatic,1500 CC,Kenyan Used,2016,"KES 1,349,999"
Suzuki Escudo,Automatic,2000 CC,Kenyan Used,2009,"KES 1,399,999"
Mazda Atenza,Automatic,2200 CC,Kenyan Used,2015,"KES 1,579,999"
Mazda Axela,Automatic,2200 CC,Kenyan Used,2016,"KES 1,899,999"
Mercedes Benz V350,Automatic,3500 CC,Kenyan Used,2011,"KES 2,199,999"
Mercedes Benz V350,Automatic,3500 CC,Kenyan Used,2010,"KES 2,199,999"
Mitsubishi EK wagon,Automatic,660 CC,Kenyan Used,2011,"KES 399,999"
Volkswagen Golf TSI,Automatic,1400 CC,Foreign Used,2017,"KES 2,199,999"
Audi Q5,Automatic,2000 CC,Kenyan Used,2013,"KES 2,699,999"
Mazda Axela,Automatic,1500 CC,Foreign Used,2017,"KES 2,049,999"
Mercedes Benz GLC250,Automatic,2000 CC,Foreign Used,2017,"KES 5,650,000"
Bentley Bentayga,Automatic,6000 CC,Kenyan Used,2017,"KES 26,999,999"
BMW X7,Automatic,4400 CC,Foreign Used,2021,"KES 15,276,000"
Porsche Cayenne,Automatic,3000 CC,Foreign Used,2018,"KES 9,680,800"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,199,999"
Lamborghini Urus,Automatic,4000 CC,Foreign Used,2021,"KES 56,000,000"
Toyota Allion,Automatic,1500 CC,Kenyan Used,2011,"KES 1,349,999"
Range Rover Vogue,Automatic,3000 CC,Foreign Used,2022,"KES 34,794,000"
BMW 740i,Automatic,3000 CC,Foreign Used,2018,"KES 7,025,000"
BMW M5,Automatic,4400 CC,Foreign Used,2018,"KES 14,088,000"
Toyota Vitz,Automatic,1300 CC,Kenyan Used,2012,"KES 929,999"
Nissan GTR,Automatic,3800 CC,Foreign Used,2018,"KES 17,350,000"
Toyota FJ Cruiser,Automatic,4000 CC,Foreign Used,2017,"KES 4,750,000"
Honda Vezel,Automatic,1500 CC,Kenyan Used,2014,"KES 1,899,999"
Subaru Forester XT,Automatic,2000 CC,Foreign Used,2017,"KES 3,845,000"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2016,"KES 3,199,999"
Toyota Rav4,Automatic,2000 CC,Foreign Used,2019,"KES 4,890,000"
Toyota Landcruiser LC300,Automatic,3300 CC,Foreign Used,2022,"KES 18,200,000"
Volkswagen Golf R,Automatic,2000 CC,Foreign Used,2018,"KES 4,530,000"
